,Species,Trap,Latitude,Longitude,AddressAccuracy,WnvPresent,month,day,year,Tmax_1,Tmin_1,Tavg_1,DewPoint_1,WetBulb_1,Heat_1,Cool_1,Sunrise_1,Sunset_1,Depth_1,SnowFall_1,PrecipTotal_1,StnPressure_1,SeaLevel_1,ResultSpeed_1,ResultDir_1,AvgSpeed_1,Tmax_2,Tmin_2,Tavg_2,DewPoint_2,WetBulb_2,Heat_2,Cool_2,Sunrise_2,Sunset_2,Depth_2,SnowFall_2,PrecipTotal_2,StnPressure_2,SeaLevel_2,ResultSpeed_2,ResultDir_2,AvgSpeed_2
1202,2,65,41.754292,-87.590773,9,0,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1203,1,65,41.754292,-87.590773,9,0,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1204,2,88,41.673408,-87.599862,5,0,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1206,1,88,41.673408,-87.599862,5,0,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1208,2,93,41.726465000000005,-87.585413,5,0,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1212,3,93,41.726465000000005,-87.585413,5,0,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1213,1,93,41.726465000000005,-87.585413,5,0,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1217,1,93,41.726465000000005,-87.585413,5,1,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1218,2,116,41.678618,-87.559308,5,0,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1220,1,116,41.678618,-87.559308,5,0,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1222,6,116,41.678618,-87.559308,5,0,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1224,2,119,41.737052,-87.54306700000001,5,0,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1225,2,120,41.740641,-87.546587,5,0,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1226,3,120,41.740641,-87.546587,5,0,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1227,1,120,41.740641,-87.546587,5,0,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1228,6,120,41.740641,-87.546587,5,0,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1229,2,121,41.680946,-87.535198,8,1,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1230,2,121,41.680946,-87.535198,8,0,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1232,3,121,41.680946,-87.535198,8,0,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1233,1,121,41.680946,-87.535198,8,0,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1236,6,121,41.680946,-87.535198,8,0,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1237,2,122,41.686398,-87.531635,8,0,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1239,3,122,41.686398,-87.531635,8,0,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1240,6,122,41.686398,-87.531635,8,0,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1242,2,86,41.729669,-87.582699,5,0,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1243,1,86,41.729669,-87.582699,5,0,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1244,2,89,41.704572,-87.56566600000001,8,0,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1245,1,89,41.704572,-87.56566600000001,8,0,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1246,2,81,41.644612,-87.60449799999999,5,0,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1248,1,81,41.644612,-87.60449799999999,5,0,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1249,2,82,41.733643,-87.55551,8,0,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1250,1,82,41.733643,-87.55551,8,0,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1251,2,83,41.717753,-87.531657,8,0,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1252,1,83,41.717753,-87.531657,8,0,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1253,2,84,41.750498,-87.605294,5,0,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1254,3,84,41.750498,-87.605294,5,0,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1255,1,84,41.750498,-87.605294,5,0,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1256,2,85,41.702723999999996,-87.536497,5,0,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1259,3,85,41.702723999999996,-87.536497,5,0,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1260,1,85,41.702723999999996,-87.536497,5,0,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1262,6,85,41.702723999999996,-87.536497,5,0,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1263,1,110,41.825902,-87.667827,5,0,08,02,2007,91.0,70.0,81.0,66,71.0,0.0,16.0,446.0,446.0,0.0,0.0,0.0,29.26,29.97,5.5,26,5.9,91.0,73.0,82.0,66,72.0,0.0,17.0,446.0,446.0,0.0,0.0,0.0,29.31,29.95,6.5,23,7.2
1264,2,122,41.686398,-87.531635,8,0,08,03,2007,90.0,69.0,80.0,56,66.0,0.0,15.0,447.0,447.0,0.0,0.0,0.0,29.31,30.02,2.7,3,5.7,88.0,73.0,81.0,58,67.0,0.0,16.0,447.0,447.0,0.0,0.0,0.0,29.36,30.0,3.3,6,5.8
1265,1,122,41.686398,-87.531635,8,0,08,03,2007,90.0,69.0,80.0,56,66.0,0.0,15.0,447.0,447.0,0.0,0.0,0.0,29.31,30.02,2.7,3,5.7,88.0,73.0,81.0,58,67.0,0.0,16.0,447.0,447.0,0.0,0.0,0.0,29.36,30.0,3.3,6,5.8
1267,2,1,41.95469,-87.800991,9,0,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
1268,3,1,41.95469,-87.800991,9,0,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
1269,1,1,41.95469,-87.800991,9,0,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
1270,2,8,41.994991,-87.769279,9,0,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
1271,1,8,41.994991,-87.769279,9,0,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
1272,2,15,41.974089,-87.824812,8,0,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
1273,3,15,41.974089,-87.824812,8,0,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
1274,1,15,41.974089,-87.824812,8,1,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
1275,2,34,41.9216,-87.666455,8,0,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
1276,1,34,41.9216,-87.666455,8,0,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
1277,2,35,41.891118,-87.65449100000001,8,0,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
1278,1,35,41.891118,-87.65449100000001,8,0,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
1279,2,37,41.867108,-87.654224,8,0,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
1280,1,37,41.867108,-87.654224,8,0,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
1281,2,38,41.896282,-87.655232,8,0,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
1282,1,38,41.896282,-87.655232,8,0,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
1283,2,39,41.919343,-87.694259,8,0,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
1284,1,39,41.919343,-87.694259,8,0,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
1285,2,41,41.921965,-87.632085,8,0,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
1286,2,68,41.688324,-87.676709,8,0,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
1288,3,68,41.688324,-87.676709,8,0,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
1289,1,68,41.688324,-87.676709,8,0,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
1291,2,75,41.862292,-87.64886,8,0,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
1292,1,75,41.862292,-87.64886,8,0,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
1293,2,77,41.720848,-87.666014,9,0,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
1294,1,77,41.720848,-87.666014,9,0,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
1295,2,80,41.731922,-87.677512,8,0,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
1296,3,80,41.731922,-87.677512,8,0,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
1297,1,80,41.731922,-87.677512,8,0,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
1298,4,80,41.731922,-87.677512,8,0,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
1299,2,91,41.891126,-87.61156,5,0,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
1300,2,96,41.999128999999996,-87.795585,8,1,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
1301,1,96,41.999128999999996,-87.795585,8,1,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
1302,2,101,42.01743,-87.68776899999999,8,0,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
1303,1,101,42.01743,-87.68776899999999,8,0,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
1304,2,106,41.907645,-87.760886,8,0,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
1305,1,106,41.907645,-87.760886,8,0,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
1306,2,112,41.732984,-87.649642,8,0,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
1307,3,112,41.732984,-87.649642,8,0,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
1308,1,112,41.732984,-87.649642,8,0,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
1309,6,112,41.732984,-87.649642,8,0,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
1310,2,10,41.981964000000005,-87.812827,8,0,08,07,2007,91.0,72.0,82.0,73,76.0,0.0,17.0,451.0,451.0,0.0,0.0,1.31,29.06,29.76,6.2,25,9.0,92.0,73.0,83.0,73,76.0,0.0,18.0,451.0,451.0,0.0,0.0,0.06,29.11,29.74,6.3,24,8.8
