Station,Date_wthr,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,day_wthr,month_wthr,year_wthr,CodeSum_lb,Tmax:Tmin:Sunst,Tavg:WB,Hot_wet,DP:Tmin,P:sea:WB,T_diff,Dry,Dry_Wet_Diff,month_cat,DewPoint:Sunrise
1,2007-09-28,73.0,53.0,63.0,46,53.0,2.0,0.0,545.0,1739.0, ,0.0,0.0,0.0,29.47,30.17,2.3,4,7.1,28,9,2007,0,34780.0,3339.0,0.0,2438.0,51.77030162412992,0,0,1,1,25070.0
2,2007-09-28,73.0,53.0,63.0,46,54.0,2.0,0.0,545.0,1739.0, ,0.0,0.0,0.0,29.52,30.16,3.1,7,6.6,28,9,2007,0,34780.0,3402.0,0.0,2438.0,52.85411140583554,0,1,1,1,25070.0
1,2007-09-29,80.0,50.0,65.0,46,55.0,0.0,0.0,546.0,1737.0, ,0.0,0.0,0.0,29.5,30.23,9.5,17,9.8,29,9,2007,0,52110.0,3575.0,0.0,2300.0,53.67184915646708,1,1,1,1,25116.0
2,2007-09-29,82.0,52.0,67.0,45,55.0,0.0,2.0,546.0,1737.0, ,0.0,0.0,0.0,29.57,30.23,8.4,17,8.8,29,9,2007,0,52110.0,3685.0,0.0,2340.0,53.79920608666887,1,1,1,1,24570.0
1,2007-09-30,83.0,59.0,71.0,49,59.0,0.0,6.0,547.0,1735.0,TSRA BR,0.0,0.0,0.14,29.36,30.1,14.4,19,14.6,30,9,2007,73,41640.0,4189.0,11.620000000000001,2891.0,57.54950166112956,1,1,1,1,26803.0
2,2007-09-30,84.0,61.0,73.0,48,59.0,0.0,8.0,547.0,1735.0,TSRA BR,0.0,0.0,0.14,29.44,30.1,12.9,19,13.2,30,9,2007,73,39905.0,4307.0,11.760000000000002,2928.0,57.7063122923588,1,1,1,1,26256.0
1,2007-10-01,69.0,59.0,64.0,59,61.0,1.0,0.0,548.0,1734.0,RA DZ FG+ BCFG BR,0.0,0.0,0.29,29.28,30.0,6.1,22,8.1,1,10,2007,37,17340.0,3904.0,20.009999999999998,3481.0,59.53600000000001,0,1,0,1,32332.0
2,2007-10-01,68.0,59.0,64.0,59,61.0,1.0,0.0,548.0,1734.0,RA BR,0.0,0.0,0.17,29.35,30.0,7.9,21,8.9,1,10,2007,25,15606.0,3904.0,11.56,3481.0,59.678333333333335,0,1,0,1,32332.0
1,2007-10-02,78.0,57.0,68.0,59,63.0,0.0,3.0,549.0,1732.0,RA FG+ MIFG BR,0.0,0.0,0.09,29.18,29.92,10.8,19,11.1,2,10,2007,44,36372.0,4284.0,7.02,3363.0,61.44184491978609,0,1,0,1,32391.0
2,2007-10-02,80.0,59.0,70.0,59,63.0,0.0,5.0,549.0,1732.0,RA BR,0.0,0.0,0.11,29.25,29.92,10.0,19,10.3,2,10,2007,25,36372.0,4410.0,8.8,3481.0,61.589237967914436,0,1,0,1,32391.0
1,2007-10-03,74.0,55.0,65.0,48,56.0,0.0,0.0,550.0,1730.0, ,0.0,0.0,0.0,29.28,29.98,5.9,26,7.1,3,10,2007,0,32870.0,3640.0,0.0,2640.0,54.69246164109406,0,1,1,1,26400.0
2,2007-10-03,74.0,56.0,65.0,47,56.0,0.0,0.0,550.0,1730.0, ,0.0,0.0,0.01,29.34,29.97,4.8,25,7.1,3,10,2007,0,31140.0,3640.0,0.74,2632.0,54.82282282282282,0,1,1,1,25850.0
1,2007-10-04,82.0,51.0,67.0,56,61.0,0.0,2.0,552.0,1729.0,HZ,0.0,0.0,0.0,29.34,30.04,3.9,17,4.6,4,10,2007,19,53599.0,4087.0,0.0,2856.0,59.57856191744341,1,1,0,1,30912.0
2,2007-10-04,83.0,56.0,70.0,56,62.0,0.0,5.0,552.0,1729.0, ,0.0,0.0,0.0,29.39,30.03,4.6,17,5.9,4,10,2007,0,46683.0,4340.0,0.0,3136.0,60.678654678654674,1,1,1,1,30912.0
1,2007-10-05,84.0,62.0,73.0,65,68.0,0.0,8.0,553.0,1727.0,HZ,0.0,0.0,0.0,29.36,30.08,7.0,17,7.0,5,10,2007,19,37994.0,4964.0,0.0,4030.0,66.37234042553192,1,1,0,1,35945.0
2,2007-10-05,85.0,68.0,77.0,65,69.0,0.0,12.0,553.0,1727.0,RA BR,0.0,0.0,0.06,29.42,30.06,6.8,18,7.0,5,10,2007,25,29359.0,5313.0,5.1,4420.0,67.5309381237525,0,1,0,1,35945.0
1,2007-10-06,87.0,69.0,78.0,67,70.0,0.0,13.0,554.0,1725.0, ,0.0,0.0,0.0,29.33,30.04,6.9,20,7.4,6,10,2007,0,31050.0,5460.0,0.0,4623.0,68.34553928095872,0,1,0,1,37118.0
2,2007-10-06,88.0,71.0,80.0,66,71.0,0.0,15.0,554.0,1725.0, ,0.0,0.0,0.0,29.39,30.03,6.4,21,6.7,6,10,2007,0,29325.0,5680.0,0.0,4686.0,69.48684648684649,0,1,0,1,36564.0
1,2007-10-07,87.0,67.0,77.0,66,70.0,0.0,12.0,555.0,1724.0, ,0.0,0.0,0.0,29.31,30.03,5.2,19,5.9,7,10,2007,0,34480.0,5390.0,0.0,4422.0,68.32167832167832,0,1,0,1,36630.0
2,2007-10-07,88.0,70.0,79.0,65,70.0,0.0,14.0,555.0,1724.0, ,0.0,0.0,0.0,29.38,30.01,5.3,19,5.9,7,10,2007,0,31032.0,5530.0,0.0,4550.0,68.53048983672109,0,1,0,1,36075.0
1,2007-10-08,87.0,60.0,74.0,61,66.0,0.0,9.0,556.0,1722.0, ,0.0,0.0,0.0,29.23,29.93,7.7,24,10.1,8,10,2007,0,46494.0,4884.0,0.0,3660.0,64.45639826261277,1,1,0,1,33916.0
2,2007-10-08,88.0,62.0,75.0,60,66.0,0.0,10.0,556.0,1722.0, ,0.0,0.0,0.0,29.28,29.92,7.3,24,9.9,8,10,2007,0,44772.0,4950.0,0.0,3720.0,64.58823529411765,1,1,1,1,33360.0
1,2007-10-09,76.0,49.0,63.0,44,53.0,2.0,0.0,557.0,1720.0, ,0.0,0.0,0.0,29.21,29.94,11.5,28,12.8,9,10,2007,0,46440.0,3339.0,0.0,2156.0,51.70774883099532,1,0,1,1,24508.0
2,2007-10-09,77.0,50.0,64.0,44,53.0,1.0,0.0,557.0,1720.0, ,0.0,0.0,0.0,29.27,29.93,12.1,28,13.3,9,10,2007,0,46440.0,3392.0,0.0,2200.0,51.831272970263946,1,0,1,1,24508.0
1,2007-10-10,54.0,47.0,51.0,38,44.0,14.0,0.0,558.0,1719.0,RA DZ,0.0,0.0,0.01,29.21,29.93,15.1,31,15.5,10,10,2007,34,12033.0,2244.0,0.54,1786.0,42.941530237220185,0,0,1,1,21204.0
2,2007-10-10,53.0,47.0,50.0,37,44.0,15.0,0.0,558.0,1719.0, ,0.0,0.0,0.01,29.26,29.93,14.4,31,14.6,10,10,2007,0,10314.0,2200.0,0.53,1739.0,43.015035081857675,0,0,1,1,20646.0
1,2007-10-11,54.0,46.0,50.0,39,45.0,15.0,0.0,559.0,1717.0, ,0.0,0.0,0.0,29.28,30.01,11.9,36,12.9,11,10,2007,0,13736.0,2250.0,0.0,1794.0,43.905364878373874,0,0,1,1,21801.0
2,2007-10-11,56.0,48.0,52.0,39,45.0,13.0,0.0,559.0,1717.0, ,0.0,0.0,0.0,29.34,30.0,14.6,36,15.5,11,10,2007,0,13736.0,2340.0,0.0,1872.0,44.01,0,0,1,1,21801.0
1,2007-10-12,56.0,41.0,49.0,35,43.0,16.0,0.0,600.0,1715.0, ,0.0,0.0,0.0,29.28,30.02,3.4,35,4.6,12,10,2007,0,25725.0,2107.0,0.0,1435.0,41.9400399733511,0,0,1,1,21000.0
2,2007-10-12,57.0,45.0,51.0,35,43.0,14.0,0.0,600.0,1715.0, ,0.0,0.0,0.0,29.34,30.02,2.8,36,5.4,12,10,2007,0,20580.0,2193.0,0.0,1575.0,42.025982678214525,0,0,1,1,21000.0
1,2007-10-13,59.0,40.0,50.0,41,47.0,15.0,0.0,602.0,1714.0, ,0.0,0.0,0.0,29.31,30.04,2.7,20,3.5,13,10,2007,0,32566.0,2350.0,0.0,1640.0,45.85785619174434,0,0,1,1,24682.0
2,2007-10-13,59.0,44.0,52.0,40,47.0,13.0,0.0,602.0,1714.0, ,0.0,0.0,0.0,29.38,30.04,3.6,21,4.7,13,10,2007,0,25710.0,2444.0,0.0,1760.0,45.96737683089214,0,0,1,1,24080.0
1,2007-10-14,61.0,53.0,57.0,49,53.0,8.0,0.0,603.0,1712.0,RA,0.0,0.0,0.15,29.34,30.06,5.6,11,6.6,14,10,2007,23,13696.0,3021.0,9.15,2597.0,51.73053892215569,0,0,0,1,29547.0
2,2007-10-14,63.0,55.0,59.0,47,52.0,6.0,0.0,603.0,1712.0,RA,0.0,0.0,0.01,29.4,30.06,5.7,12,6.0,14,10,2007,23,13696.0,3068.0,0.63,2585.0,50.85828343313373,0,0,0,1,28341.0
1,2007-10-15,74.0,51.0,63.0,52,57.0,2.0,0.0,604.0,1711.0,RA BR,0.0,0.0,0.07,29.21,29.95,4.1,14,5.6,15,10,2007,25,39353.0,3591.0,5.180000000000001,2652.0,55.59165275459099,1,1,0,1,31408.0
2,2007-10-15,77.0,55.0,66.0,50,57.0,0.0,1.0,604.0,1711.0,RA,0.0,0.0,0.04,29.26,29.94,6.6,16,6.9,15,10,2007,23,37642.0,3762.0,3.08,2750.0,55.70541082164329,1,1,1,1,30200.0
1,2007-10-16,67.0,52.0,60.0,54,57.0,5.0,0.0,605.0,1709.0,RA DZ BR,0.0,0.0,0.24,29.16,29.88,6.4,21,7.5,16,10,2007,35,25635.0,3420.0,16.08,2808.0,55.626506024096386,0,1,0,1,32670.0
2,2007-10-16,68.0,56.0,62.0,55,58.0,3.0,0.0,605.0,1709.0,RA BR,0.0,0.0,0.19,29.23,29.88,6.5,21,7.3,16,10,2007,25,20508.0,3596.0,12.92,3080.0,56.73828647925034,0,1,0,1,33275.0
1,2007-10-17,72.0,47.0,60.0,53,57.0,5.0,0.0,606.0,1707.0,RA HZ,0.0,0.0,0.04,29.07,29.83,9.3,14,9.8,17,10,2007,45,42675.0,3420.0,2.88,2491.0,55.54777070063695,1,1,0,1,32118.0
2,2007-10-17,74.0,50.0,62.0,53,57.0,3.0,0.0,606.0,1707.0,RA HZ,0.0,0.0,0.11,29.13,29.83,8.6,14,9.1,17,10,2007,45,40968.0,3534.0,8.14,2650.0,55.66242038216561,1,1,0,1,32118.0
1,2007-10-18,78.0,59.0,69.0,56,61.0,0.0,4.0,607.0,1706.0,RA BR,0.0,0.0,0.3,28.59,29.34,17.2,19,18.9,18,10,2007,25,32414.0,4209.0,23.4,3304.0,59.440695296523515,0,1,0,1,33992.0
2,2007-10-18,79.0,60.0,70.0,57,62.0,0.0,5.0,607.0,1706.0,TSRA RA BR,0.0,0.0,0.34,28.67,29.34,15.5,19,17.2,18,10,2007,84,32414.0,4340.0,26.860000000000003,3420.0,60.58418541240628,0,1,0,1,34599.0
1,2007-10-19,60.0,52.0,56.0,48,52.0,9.0,0.0,608.0,1704.0,RA BR,0.0,0.0,0.01,28.75,29.44,16.2,24,16.7,19,10,2007,25,13632.0,2912.0,0.6,2496.0,50.78125,0,0,0,1,29184.0
2,2007-10-19,61.0,53.0,57.0,48,52.0,8.0,0.0,608.0,1704.0,RA DZ,0.0,0.0,0.01,28.82,29.45,17.7,24,18.0,19,10,2007,34,13632.0,2964.0,0.61,2544.0,50.88760611205433,0,0,0,1,29184.0
1,2007-10-20,73.0,47.0,60.0,43,52.0,5.0,0.0,610.0,1703.0, ,0.0,0.0,0.0,29.02,29.71,10.9,21,12.0,20,10,2007,0,44278.0,3120.0,0.0,2021.0,50.792325816223496,1,0,1,1,26230.0
2,2007-10-20,74.0,47.0,61.0,43,52.0,4.0,0.0,610.0,1703.0, ,0.0,0.0,0.0,29.1,29.72,11.1,21,11.7,20,10,2007,0,45981.0,3172.0,0.0,2021.0,50.91520861372813,1,0,1,1,26230.0
1,2007-10-21,80.0,60.0,70.0,47,57.0,0.0,5.0,611.0,1701.0, ,0.0,0.0,0.0,29.08,29.78,18.0,20,18.2,21,10,2007,0,34020.0,3990.0,0.0,2820.0,55.66017461383478,0,1,1,1,28717.0
2,2007-10-21,79.0,61.0,70.0,46,56.0,0.0,5.0,611.0,1701.0, ,0.0,0.0,0.0,29.15,29.78,16.7,20,16.8,21,10,2007,0,30618.0,3920.0,0.0,2806.0,54.8153122901276,0,1,1,1,28106.0
1,2007-10-22,67.0,46.0,57.0,47,50.0,8.0,0.0,612.0,1660.0,RA DZ BR,0.0,0.0,0.16,29.26,29.97,5.2,36,9.2,22,10,2007,35,34860.0,2850.0,10.72,2162.0,48.815482148815484,0,0,0,1,28764.0
2,2007-10-22,66.0,47.0,57.0,47,51.0,8.0,0.0,612.0,1660.0,RA DZ BR,0.0,0.0,0.15,29.32,29.96,5.8,1,10.3,22,10,2007,35,31540.0,2907.0,9.9,2209.0,49.910547396528706,0,0,0,1,28764.0
1,2007-10-23,58.0,43.0,51.0,36,44.0,14.0,0.0,613.0,1658.0, ,0.0,0.0,0.0,29.2,29.93,5.2,31,8.2,23,10,2007,0,24870.0,2244.0,0.0,1548.0,42.92682926829268,0,0,1,1,22068.0
2,2007-10-23,53.0,46.0,50.0,39,45.0,15.0,0.0,613.0,1658.0,RA,0.0,0.0,0.03,29.26,29.93,4.0,31,7.9,23,10,2007,23,11606.0,2250.0,1.5899999999999999,1794.0,43.99264951553626,0,0,1,1,23907.0
1,2007-10-24,55.0,43.0,49.0,35,42.0,16.0,0.0,614.0,1657.0, ,0.0,0.0,0.0,29.46,30.16,13.3,2,14.5,24,10,2007,0,19884.0,2058.0,0.0,1505.0,41.02519893899205,0,0,1,1,21490.0
2,2007-10-24,53.0,45.0,49.0,35,43.0,16.0,0.0,614.0,1657.0, ,0.0,0.0,0.0,29.51,30.16,16.0,2,17.3,24,10,2007,0,13256.0,2107.0,0.0,1575.0,42.07327586206897,0,0,1,1,21490.0
1,2007-10-25,55.0,45.0,50.0,39,46.0,15.0,0.0,616.0,1656.0,RA,0.0,0.0,0.01,29.47,30.2,13.9,6,14.1,25,10,2007,23,16560.0,2300.0,0.55,1755.0,44.888079470198676,0,0,1,1,24024.0
2,2007-10-25,57.0,45.0,51.0,40,46.0,14.0,0.0,616.0,1656.0,RA,0.0,0.0,0.01,29.52,30.2,14.5,6,14.7,25,10,2007,23,19872.0,2346.0,0.5700000000000001,1800.0,44.964238410596025,0,0,1,1,24640.0
1,2007-10-26,65.0,53.0,59.0,48,52.0,6.0,0.0,617.0,1654.0,RA BR,0.0,0.0,0.33,29.31,30.07,6.2,5,6.9,26,10,2007,25,19848.0,3068.0,21.45,2544.0,50.685733288992346,0,0,0,1,29616.0
2,2007-10-26,66.0,53.0,60.0,49,52.0,5.0,0.0,617.0,1654.0,RA BR,0.0,0.0,0.41,29.38,30.06,4.2,6,7.2,26,10,2007,25,21502.0,3120.0,27.06,2597.0,50.82368596141051,0,0,0,1,30233.0
1,2007-10-27,55.0,37.0,46.0,38,45.0,19.0,0.0,618.0,1653.0,RA BR,0.0,0.0,0.01,29.56,30.25,9.4,32,9.9,27,10,2007,25,29754.0,2070.0,0.55,1406.0,43.97355371900826,0,0,1,1,23484.0
2,2007-10-27,57.0,39.0,48.0,41,46.0,17.0,0.0,618.0,1653.0,RA BR HZ,0.0,0.0,0.08,29.62,30.25,7.9,31,9.1,27,10,2007,27,29754.0,2208.0,4.5600000000000005,1599.0,45.04198347107438,0,0,0,1,25338.0
1,2007-10-28,56.0,34.0,45.0,30,39.0,20.0,0.0,619.0,1651.0, ,0.0,0.0,0.0,29.79,30.52,3.4,23,4.2,28,10,2007,0,36322.0,1755.0,0.0,1020.0,38.06716906946265,1,0,1,1,18570.0
2,2007-10-28,56.0,34.0,45.0,30,39.0,20.0,0.0,619.0,1651.0, ,0.0,0.0,0.0,29.86,30.53,3.5,23,4.1,28,10,2007,0,36322.0,1755.0,0.0,1020.0,38.14412053717655,1,0,1,1,18570.0
1,2007-10-29,61.0,39.0,50.0,32,42.0,15.0,0.0,620.0,1650.0, ,0.0,0.0,0.0,29.63,30.4,10.2,22,10.4,29,10,2007,0,36300.0,2100.0,0.0,1248.0,40.936184210526314,1,0,1,1,19840.0
2,2007-10-29,60.0,39.0,50.0,32,42.0,15.0,0.0,620.0,1650.0, ,0.0,0.0,0.0,29.7,30.41,9.1,22,9.3,29,10,2007,0,34650.0,2100.0,0.0,1248.0,41.01940151266031,0,0,1,1,19840.0
1,2007-10-30,66.0,41.0,54.0,38,46.0,11.0,0.0,622.0,1649.0, ,0.0,0.0,0.0,29.43,30.2,12.2,20,12.5,30,10,2007,0,41225.0,2484.0,0.0,1558.0,44.827152317880795,1,0,1,1,23636.0
2,2007-10-30,66.0,42.0,54.0,37,46.0,11.0,0.0,622.0,1649.0, ,0.0,0.0,0.0,29.51,30.22,10.8,20,10.9,30,10,2007,0,39576.0,2484.0,0.0,1554.0,44.91925876902714,1,0,1,1,23014.0
1,2007-10-31,62.0,41.0,52.0,37,46.0,13.0,0.0,623.0,1647.0, ,0.0,0.0,0.0,29.3,30.02,12.2,25,14.3,31,10,2007,0,34587.0,2392.0,0.0,1517.0,44.89673550966023,0,0,1,1,23051.0
2,2007-10-31,63.0,43.0,53.0,38,46.0,12.0,0.0,623.0,1647.0, ,0.0,0.0,0.0,29.36,30.03,12.2,25,15.0,31,10,2007,0,32940.0,2438.0,0.0,1634.0,44.97369297369297,0,0,1,1,23674.0
1,2008-05-01,74.0,48.0,61.0,51,56.0,4.0,0.0,448.0,1849.0, ,0.0,0.0,0.0,28.95,29.67,10.6,16,11.5,1,5,2008,0,48074.0,3416.0,0.0,2448.0,54.64105156723963,1,1,0,1,22848.0
2,2008-05-01,73.0,48.0,61.0,51,57.0,4.0,0.0,448.0,1849.0, ,0.0,0.0,0.01,29.01,29.67,9.8,17,10.4,1,5,2008,0,46225.0,3477.0,0.73,2448.0,55.73205257836199,1,1,1,1,22848.0
1,2008-05-02,74.0,51.0,63.0,55,58.0,2.0,0.0,447.0,1850.0,TSRA RA BR,0.0,0.0,1.28,28.79,29.53,13.8,20,15.1,2,5,2008,84,42550.0,3654.0,94.72,2805.0,56.546562817473756,1,1,0,1,24585.0
2,2008-05-02,74.0,55.0,65.0,56,60.0,0.0,0.0,447.0,1850.0,TSRA RA BR,0.0,0.0,0.74,28.85,29.52,11.9,19,13.0,2,5,2008,84,35150.0,3900.0,54.76,3080.0,58.63821138211382,0,1,0,1,25032.0
1,2008-05-03,56.0,43.0,50.0,41,46.0,15.0,0.0,446.0,1851.0,RA,0.0,0.0,0.01,29.01,29.69,10.4,25,12.7,3,5,2008,23,24063.0,2300.0,0.56,1763.0,44.9464466150219,0,0,0,1,18286.0
2,2008-05-03,56.0,44.0,50.0,42,46.0,15.0,0.0,446.0,1851.0,RA BR,0.0,0.0,0.01,29.08,29.69,11.2,25,12.7,3,5,2008,25,22212.0,2300.0,0.56,1848.0,45.054900639946105,0,0,0,1,18732.0
1,2008-05-04,65.0,38.0,52.0,34,45.0,13.0,0.0,444.0,1852.0, ,0.0,0.0,0.0,29.31,30.02,5.6,24,6.3,4,5,2008,0,50004.0,2340.0,0.0,1292.0,43.93570952698201,1,0,1,1,15096.0
2,2008-05-04,66.0,39.0,53.0,33,45.0,12.0,0.0,444.0,1852.0, ,0.0,0.0,0.0,29.38,30.02,5.1,23,5.6,4,5,2008,0,50004.0,2385.0,0.0,1287.0,44.04063957361759,1,0,1,1,14652.0
1,2008-05-05,75.0,50.0,63.0,38,50.0,2.0,0.0,443.0,1853.0, ,0.0,0.0,0.0,29.27,29.99,4.4,26,7.0,5,5,2008,0,46325.0,3150.0,0.0,1900.0,48.79959986662221,1,0,1,1,16834.0
2,2008-05-05,74.0,50.0,62.0,38,50.0,3.0,0.0,443.0,1853.0, ,0.0,0.0,0.0,29.34,29.99,3.7,23,6.2,5,5,2008,0,44472.0,3100.0,0.0,1900.0,48.916305435145055,1,0,1,1,16834.0
1,2008-05-06,81.0,46.0,64.0,44,55.0,1.0,0.0,442.0,1855.0, ,0.0,0.0,0.0,29.16,29.88,6.3,22,7.1,6,5,2008,0,64925.0,3520.0,0.0,2024.0,53.674698795180724,1,1,1,1,19448.0
2,2008-05-06,82.0,52.0,67.0,43,55.0,0.0,2.0,442.0,1855.0, ,0.0,0.0,0.0,29.23,29.88,6.9,22,8.8,6,5,2008,0,55650.0,3685.0,0.0,2236.0,53.80354752342704,1,1,1,1,19006.0
1,2008-05-07,70.0,49.0,60.0,52,56.0,5.0,0.0,441.0,1856.0,RA BR,0.0,0.0,0.76,28.97,29.69,3.5,23,12.3,7,5,2008,25,38976.0,3360.0,53.2,2548.0,54.64196699225328,0,1,0,1,22932.0
2,2008-05-07,71.0,50.0,61.0,53,56.0,4.0,0.0,441.0,1856.0,RA BR,0.0,0.0,0.71,29.03,29.69,1.9,22,11.1,7,5,2008,25,38976.0,3416.0,50.41,2650.0,54.75513640956551,0,1,0,1,23373.0
1,2008-05-08,59.0,45.0,52.0,35,44.0,13.0,0.0,439.0,1857.0, ,0.0,0.0,0.0,29.08,29.82,12.2,5,12.6,8,5,2008,0,25998.0,2288.0,0.0,1575.0,42.90811535881958,0,0,1,1,15365.0
2,2008-05-08,59.0,47.0,53.0,36,45.0,12.0,0.0,439.0,1857.0, ,0.0,0.0,0.0,29.14,29.81,14.3,5,15.0,8,5,2008,0,22284.0,2385.0,0.0,1692.0,43.988594431398866,0,0,1,1,15804.0
1,2008-05-09,58.0,41.0,50.0,34,43.0,15.0,0.0,438.0,1858.0, ,0.0,0.0,0.0,29.15,29.85,6.3,3,6.9,9,5,2008,0,31586.0,2150.0,0.0,1394.0,41.99162479061976,0,0,1,1,14892.0
2,2008-05-09,58.0,42.0,50.0,35,44.0,15.0,0.0,438.0,1858.0, ,0.0,0.0,0.0,29.2,29.85,6.5,3,7.0,9,5,2008,0,29728.0,2200.0,0.0,1470.0,43.04187604690117,0,0,1,1,15330.0
1,2008-05-10,61.0,38.0,50.0,37,45.0,15.0,0.0,437.0,1859.0, ,0.0,0.0,0.0,29.08,29.85,5.9,7,6.3,10,5,2008,0,42757.0,2250.0,0.0,1406.0,43.83919597989949,1,0,1,1,16169.0
2,2008-05-10,61.0,41.0,51.0,39,46.0,14.0,0.0,437.0,1859.0, ,0.0,0.0,0.0,29.15,29.84,6.0,8,6.6,10,5,2008,0,37180.0,2346.0,0.0,1599.0,44.93632707774799,0,0,1,1,17043.0
1,2008-05-11,58.0,46.0,52.0,43,47.0,13.0,0.0,436.0,1860.0,RA BR,0.0,0.0,0.95,28.85,29.55,14.5,2,17.7,11,5,2008,25,22320.0,2444.0,55.099999999999994,1978.0,45.88663282571912,0,0,0,1,18748.0
2,2008-05-11,60.0,47.0,54.0,44,48.0,11.0,0.0,436.0,1860.0,RA BR,0.0,0.0,1.46,28.89,29.53,14.3,2,17.8,11,5,2008,25,24180.0,2592.0,87.6,2068.0,46.95970199796817,0,0,0,1,19184.0
1,2008-05-12,56.0,40.0,48.0,38,43.0,17.0,0.0,435.0,1901.0, ,0.0,0.0,0.0,29.26,29.96,5.1,7,7.8,12,5,2008,0,30416.0,2064.0,0.0,1520.0,41.99532710280374,0,0,0,1,16530.0
2,2008-05-12,53.0,41.0,47.0,39,43.0,18.0,0.0,435.0,1901.0, ,0.0,0.0,0.0,29.32,29.96,4.9,6,7.6,12,5,2008,0,22812.0,2021.0,0.0,1599.0,42.081441922563414,0,0,0,1,16965.0
1,2008-05-13,73.0,40.0,57.0,45,51.0,8.0,0.0,434.0,1902.0,TSRA RA,0.0,0.0,0.08,29.2,29.93,15.5,18,15.9,13,5,2008,83,62766.0,2907.0,5.84,1800.0,49.75609756097561,1,0,1,1,19530.0
2,2008-05-13,73.0,45.0,59.0,45,52.0,6.0,0.0,434.0,1902.0,TSRA RA,0.0,0.0,0.32,29.28,29.95,13.7,18,14.4,13,5,2008,83,53256.0,3068.0,23.36,2025.0,50.83672787979967,1,0,1,1,19530.0
1,2008-05-14,64.0,45.0,55.0,48,52.0,10.0,0.0,433.0,1903.0,DZ BR,0.0,0.0,0.02,29.19,29.89,2.0,25,9.6,14,5,2008,8,36157.0,2860.0,1.28,2160.0,50.78220140515222,0,0,0,1,20784.0
2,2008-05-14,61.0,46.0,54.0,49,52.0,11.0,0.0,433.0,1903.0,RA BR,0.0,0.0,0.02,29.25,29.89,2.5,21,8.9,14,5,2008,25,28545.0,2808.0,1.22,2254.0,50.88658414185346,0,0,0,1,21217.0
1,2008-05-15,57.0,43.0,50.0,37,45.0,15.0,0.0,432.0,1904.0, ,0.0,0.0,0.0,29.33,30.05,6.8,5,7.9,15,5,2008,0,26656.0,2250.0,0.0,1591.0,43.921797004991674,0,0,1,1,15984.0
2,2008-05-15,57.0,43.0,50.0,37,45.0,15.0,0.0,432.0,1904.0, ,0.0,0.0,0.0,29.38,30.05,7.5,5,8.1,15,5,2008,0,26656.0,2250.0,0.0,1591.0,43.99667221297837,0,0,1,1,15984.0
1,2008-05-16,73.0,40.0,57.0,41,50.0,8.0,0.0,431.0,1905.0, ,0.0,0.0,0.0,29.1,29.86,8.9,25,9.4,16,5,2008,0,62865.0,2850.0,0.0,1640.0,48.72739450770261,1,0,1,1,17671.0
2,2008-05-16,72.0,41.0,57.0,41,50.0,8.0,0.0,431.0,1905.0, ,0.0,0.0,0.0,29.16,29.86,8.3,25,8.8,16,5,2008,0,59055.0,2850.0,0.0,1681.0,48.82786336235767,1,0,1,1,17671.0
1,2008-05-17,73.0,52.0,63.0,41,52.0,2.0,0.0,430.0,1906.0,RA,0.0,0.0,0.12,28.87,29.61,12.9,30,14.7,17,5,2008,23,40026.0,3276.0,8.76,2132.0,50.70043904086457,0,0,1,1,17630.0
2,2008-05-17,73.0,50.0,62.0,41,52.0,3.0,0.0,430.0,1906.0,TSRA RA BR,0.0,0.0,0.26,28.94,29.61,11.2,29,14.1,17,5,2008,84,43838.0,3224.0,18.98,2050.0,50.82337048294495,1,0,1,1,17630.0
1,2008-05-18,55.0,44.0,50.0,39,45.0,15.0,0.0,429.0,1907.0, ,0.0,0.0,0.0,28.93,29.64,3.5,34,8.2,18,5,2008,0,20977.0,2250.0,0.0,1716.0,43.92206477732793,0,0,1,1,16731.0
2,2008-05-18,55.0,45.0,50.0,40,46.0,15.0,0.0,429.0,1907.0, ,0.0,0.0,0.0,28.98,29.63,1.6,35,7.9,18,5,2008,0,19070.0,2300.0,0.0,1800.0,44.99088761390483,0,0,1,1,17160.0
1,2008-05-19,60.0,40.0,50.0,33,43.0,15.0,0.0,428.0,1908.0,RA,0.0,0.0,0.01,28.96,29.69,3.9,7,5.7,19,5,2008,23,38160.0,2150.0,0.6,1320.0,41.942741663859884,0,0,1,1,14124.0
2,2008-05-19,59.0,42.0,51.0,34,44.0,14.0,0.0,428.0,1908.0,RA,0.0,0.0,0.01,29.02,29.69,4.4,7,6.2,19,5,2008,23,32436.0,2244.0,0.59,1428.0,43.00707308858201,0,0,1,1,14552.0
1,2008-05-20,66.0,47.0,57.0,37,47.0,8.0,0.0,427.0,1909.0, ,0.0,0.0,0.0,28.94,29.66,7.3,31,9.2,20,5,2008,0,36271.0,2679.0,0.0,1739.0,45.859069453809845,0,0,1,1,15799.0
2,2008-05-20,64.0,49.0,57.0,37,47.0,8.0,0.0,427.0,1909.0, ,0.0,0.0,0.01,29.0,29.66,6.9,30,7.7,20,5,2008,0,28635.0,2679.0,0.64,1813.0,45.95414699932569,0,0,1,1,15799.0
