Station,Date,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,Depth,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,hour,day,month,year,CodeSum_lb,eng1,eng2,eng3,eng4,eng5
2,2008-07-13,79.0,61.0,70.0,53,61.0,0.0,5.0,428.0,428.0,0.0,0.0,0.0,29.18,29.83,13.6,27,13.8,0,13,7,2008,0,7704.0,4270.0,3233.0,59.67080120683875,3.315044511491042
1,2008-07-14,84.0,62.0,73.0,54,62.0,0.0,8.0,428.0,428.0,0.0,0.0,0.0,29.22,29.92,4.5,29,7.8,0,14,7,2008,0,9416.0,4526.0,3348.0,60.5494652406417,2.752248420029168
2,2008-07-14,84.0,62.0,73.0,54,62.0,0.0,8.0,428.0,428.0,0.0,0.0,0.0,29.28,29.9,1.9,29,7.1,0,14,7,2008,0,9416.0,4526.0,3348.0,60.71438127090302,2.7597446032228645
1,2008-07-15,90.0,61.0,76.0,62,68.0,0.0,11.0,429.0,429.0,0.0,0.0,0.0,29.3,30.0,6.8,23,7.4,0,15,7,2008,0,12441.0,5168.0,3782.0,66.41333333333334,2.290114942528736
2,2008-07-15,91.0,67.0,79.0,63,69.0,0.0,14.0,429.0,429.0,0.0,0.0,0.0,29.36,29.98,7.8,22,8.3,0,15,7,2008,0,10296.0,5451.0,4221.0,67.57304869913276,2.815543695797198
1,2008-07-16,90.0,71.0,81.0,66,70.0,0.0,16.0,430.0,430.0,0.0,0.0,0.0,29.39,30.09,5.0,23,7.2,0,16,7,2008,0,8170.0,5670.0,4686.0,68.37155201063476,3.5985027374018292
2,2008-07-16,91.0,73.0,82.0,67,71.0,0.0,17.0,430.0,430.0,0.0,0.0,0.0,29.44,30.07,5.2,21,7.4,0,16,7,2008,0,7740.0,5822.0,4891.0,69.51247090123047,3.8618039389572485
1,2008-07-17,89.0,71.0,80.0,66,71.0,0.0,15.0,431.0,431.0,0.0,0.0,0.0,29.33,30.05,8.6,22,9.0,0,17,7,2008,0,7758.0,5680.0,4686.0,69.29883527454243,3.8499352930301347
2,2008-07-17,90.0,74.0,82.0,66,71.0,0.0,17.0,431.0,431.0,0.0,0.0,0.0,29.39,30.03,8.9,22,9.3,0,17,7,2008,0,6896.0,5822.0,4884.0,69.48684648684649,4.3429279054279055
1,2008-07-18,86.0,74.0,80.0,68,72.0,0.0,15.0,432.0,432.0,0.0,0.0,0.04,29.24,29.95,2.6,22,5.4,0,18,7,2008,23,5184.0,5760.0,5032.0,70.2931552587646,5.857762938230383
2,2008-07-18,91.0,73.0,82.0,67,71.0,0.0,17.0,432.0,432.0,0.0,0.0,0.01,29.3,29.94,6.8,23,8.2,0,18,7,2008,23,7776.0,5822.0,4891.0,69.48229792919172,3.8601276627328733
1,2008-07-19,78.0,67.0,73.0,68,69.0,0.0,8.0,433.0,433.0,0.0,0.0,1.61,29.19,29.91,2.0,33,5.8,0,19,7,2008,33,4763.0,5037.0,4556.0,67.33901705115346,6.121728822832133
2,2008-07-19,80.0,70.0,75.0,70,71.0,0.0,10.0,433.0,433.0,0.0,0.0,1.22,29.24,29.89,1.1,23,5.9,0,19,7,2008,25,4330.0,5325.0,4900.0,69.45600535296086,6.9456005352960855
1,2008-07-20,86.0,68.0,77.0,68,71.0,0.0,12.0,433.0,433.0,0.0,0.0,0.74,29.2,29.91,4.5,25,5.7,0,20,7,2008,72,7794.0,5467.0,4624.0,69.31461049816114,3.8508116943422857
2,2008-07-20,86.0,68.0,77.0,68,71.0,0.0,12.0,433.0,433.0,0.0,0.0,0.43,29.25,29.89,6.1,27,7.0,0,20,7,2008,83,7794.0,5467.0,4624.0,69.47975911676146,3.8599866175978588
1,2008-07-21,83.0,68.0,76.0,65,68.0,0.0,11.0,434.0,434.0,0.0,0.0,0.13,29.21,29.92,3.3,3,7.4,0,21,7,2008,83,6510.0,5168.0,4420.0,66.38636363636363,4.425757575757575
2,2008-07-21,84.0,70.0,77.0,66,69.0,0.0,12.0,434.0,434.0,0.0,0.0,0.13,29.26,29.9,2.4,2,8.0,0,21,7,2008,96,6076.0,5313.0,4620.0,67.52307692307693,4.823076923076924
1,2008-07-22,77.0,63.0,70.0,59,64.0,0.0,5.0,435.0,435.0,0.0,0.0,0.01,29.31,30.0,8.2,3,8.7,0,22,7,2008,0,6090.0,4480.0,3717.0,62.528,4.466285714285714
2,2008-07-22,75.0,66.0,71.0,61,64.0,0.0,6.0,435.0,435.0,0.0,0.0,0.06,29.36,29.98,8.6,3,9.3,0,22,7,2008,23,3915.0,4544.0,4026.0,62.67645096731154,6.96405010747906
1,2008-07-23,81.0,60.0,71.0,52,60.0,0.0,6.0,436.0,436.0,0.0,0.0,0.0,29.39,30.1,7.6,2,8.5,0,23,7,2008,0,9156.0,4260.0,3120.0,58.58471760797342,2.7897484575225437
2,2008-07-23,81.0,60.0,71.0,52,61.0,0.0,6.0,436.0,436.0,0.0,0.0,0.0,29.44,30.08,8.3,36,9.3,0,23,7,2008,0,9156.0,4331.0,3120.0,59.70212765957447,2.842958459979737
1,2008-07-24,82.0,59.0,71.0,53,61.0,0.0,6.0,437.0,437.0,0.0,0.0,0.0,29.33,30.05,3.9,24,4.4,0,24,7,2008,0,10051.0,4331.0,3127.0,59.53843594009982,2.5886276495695575
2,2008-07-24,82.0,60.0,71.0,52,61.0,0.0,6.0,437.0,437.0,0.0,0.0,0.0,29.39,30.04,4.3,24,4.7,0,24,7,2008,0,9614.0,4331.0,3120.0,59.6800932090546,2.7127315095024818
1,2008-07-25,82.0,61.0,72.0,63,67.0,0.0,7.0,438.0,438.0,0.0,0.0,0.0,29.26,29.99,5.5,23,6.9,0,25,7,2008,0,9198.0,4824.0,3843.0,65.36912304101368,3.1128153829054135
2,2008-07-25,84.0,65.0,75.0,63,67.0,0.0,10.0,438.0,438.0,0.0,0.0,0.0,29.33,29.98,6.8,22,7.6,0,25,7,2008,0,8322.0,5025.0,4095.0,65.54736490993996,3.4498613110494714
1,2008-07-26,84.0,65.0,75.0,58,65.0,0.0,10.0,439.0,439.0,0.0,0.0,0.0,29.22,29.94,8.5,31,9.1,0,26,7,2008,2,8341.0,4875.0,3770.0,63.43687374749498,3.3387828288155252
2,2008-07-26,85.0,67.0,76.0,58,66.0,0.0,11.0,439.0,439.0,0.0,0.0,0.0,29.28,29.92,6.9,30,7.7,0,26,7,2008,2,7902.0,5016.0,3886.0,64.58823529411765,3.588235294117647
1,2008-07-27,83.0,62.0,73.0,58,64.0,0.0,8.0,440.0,440.0,0.0,0.0,0.0,29.16,29.89,5.9,24,6.7,0,27,7,2008,0,9240.0,4672.0,3596.0,62.43693542990967,2.97318740142427
2,2008-07-27,83.0,63.0,73.0,58,65.0,0.0,8.0,440.0,440.0,0.0,0.0,0.0,29.22,29.87,5.9,24,6.8,0,27,7,2008,0,8800.0,4745.0,3654.0,63.58553732842316,3.1792768664211577
1,2008-07-28,85.0,66.0,76.0,63,67.0,0.0,11.0,441.0,441.0,0.0,0.0,0.0,29.16,29.87,4.0,7,6.1,0,28,7,2008,0,8379.0,5092.0,4158.0,65.40743220622699,3.4424964319066835
2,2008-07-28,84.0,70.0,77.0,63,68.0,0.0,12.0,441.0,441.0,0.0,0.0,0.0,29.21,29.85,4.4,10,6.4,0,28,7,2008,0,6174.0,5236.0,4410.0,66.54204355108878,4.753003110792056
1,2008-07-29,88.0,65.0,77.0,67,70.0,0.0,12.0,442.0,442.0,0.0,0.0,0.05,29.14,29.85,6.4,20,7.9,0,29,7,2008,83,10166.0,5390.0,4355.0,68.33500837520937,2.971087320661277
2,2008-07-29,89.0,70.0,80.0,67,71.0,0.0,15.0,442.0,442.0,0.0,0.0,0.23,29.21,29.83,5.9,20,7.9,0,29,7,2008,84,8398.0,5680.0,4690.0,69.52430439155214,3.6591739153448493
1,2008-07-30,89.0,72.0,81.0,65,70.0,0.0,16.0,443.0,443.0,0.0,0.0,0.0,29.04,29.75,7.8,27,8.6,0,30,7,2008,0,7531.0,5670.0,4680.0,68.32941176470588,4.019377162629758
2,2008-07-30,90.0,72.0,81.0,67,71.0,0.0,16.0,443.0,443.0,0.0,0.0,0.0,29.1,29.73,8.8,27,9.7,0,30,7,2008,0,7974.0,5751.0,4824.0,69.49545913218971,3.860858840677206
1,2008-07-31,89.0,72.0,81.0,67,70.0,0.0,16.0,444.0,444.0,0.0,0.0,0.14,29.06,29.76,4.9,27,5.8,0,31,7,2008,25,7548.0,5670.0,4824.0,68.3534946236559,4.020793801391524
2,2008-07-31,89.0,71.0,80.0,69,72.0,0.0,15.0,444.0,444.0,0.0,0.0,0.5,29.11,29.74,5.6,27,6.9,0,31,7,2008,23,7992.0,5760.0,4899.0,70.4747814391392,3.9152656355077338
1,2008-08-01,89.0,68.0,79.0,68,72.0,0.0,14.0,445.0,445.0,0.0,0.0,1.05,29.09,29.79,3.1,31,5.7,0,1,8,2008,23,9345.0,5688.0,4624.0,70.30815709969788,3.3480074809379943
2,2008-08-01,89.0,72.0,81.0,69,73.0,0.0,16.0,445.0,445.0,0.0,0.0,0.0,29.14,29.77,1.9,6,3.6,0,1,8,2008,0,7565.0,5913.0,4968.0,71.45515619751428,4.203244482206722
1,2008-08-02,81.0,65.0,73.0,59,65.0,0.0,8.0,446.0,446.0,0.0,0.0,0.0,29.24,29.93,8.4,3,9.2,0,2,8,2008,0,7136.0,4745.0,3835.0,63.50150350818576,3.96884396926161
2,2008-08-02,80.0,68.0,74.0,60,65.0,0.0,9.0,446.0,446.0,0.0,0.0,0.0,29.28,29.9,8.6,3,9.2,0,2,8,2008,0,5352.0,4810.0,4080.0,63.652173913043484,5.304347826086957
1,2008-08-03,84.0,61.0,73.0,61,66.0,0.0,8.0,447.0,447.0,0.0,0.0,0.0,29.24,29.96,5.3,18,6.0,0,3,8,2008,0,10281.0,4818.0,3721.0,64.41388518024031,2.8006037034887092
2,2008-08-03,85.0,63.0,74.0,61,67.0,0.0,9.0,447.0,447.0,0.0,0.0,0.0,29.3,29.94,5.2,19,6.5,0,3,8,2008,0,9834.0,4958.0,3843.0,65.56780227120909,2.980354648691322
1,2008-08-04,87.0,70.0,79.0,68,70.0,0.0,14.0,448.0,448.0,0.0,0.0,2.43,29.18,29.9,3.1,18,9.0,0,4,8,2008,63,7616.0,5530.0,4760.0,68.31438127090301,4.018493015935471
2,2008-08-04,88.0,69.0,79.0,69,71.0,0.0,14.0,448.0,448.0,0.0,0.0,0.59,29.24,29.89,2.9,19,9.1,0,4,8,2008,86,8512.0,5609.0,4761.0,69.45600535296086,3.655579229103203
1,2008-08-05,87.0,69.0,78.0,67,71.0,0.0,13.0,449.0,449.0,0.0,0.0,0.0,29.24,29.93,6.2,31,7.4,0,5,8,2008,19,8082.0,5538.0,4623.0,69.36318075509521,3.8535100419497343
2,2008-08-05,88.0,71.0,80.0,69,72.0,0.0,15.0,449.0,449.0,0.0,0.0,0.08,29.3,29.91,2.9,31,6.3,0,5,8,2008,3,7633.0,5760.0,4899.0,70.53159478435306,4.148917340256062
1,2008-08-06,84.0,67.0,76.0,60,66.0,0.0,11.0,450.0,450.0,0.0,0.0,0.0,29.29,30.0,6.8,30,8.1,0,6,8,2008,0,7650.0,5016.0,4020.0,64.438,3.7904705882352943
2,2008-08-06,84.0,67.0,76.0,60,66.0,0.0,11.0,450.0,450.0,0.0,0.0,0.01,29.35,29.98,5.4,29,6.9,0,6,8,2008,0,7650.0,5016.0,4020.0,64.61307538358906,3.800769140211121
1,2008-08-07,82.0,64.0,73.0,56,63.0,0.0,8.0,451.0,451.0,0.0,0.0,0.0,29.26,29.98,7.8,34,9.4,0,7,8,2008,0,8118.0,4599.0,3584.0,61.486991327551706,3.4159439626417614
2,2008-08-07,81.0,63.0,72.0,57,63.0,0.0,7.0,451.0,451.0,0.0,0.0,0.01,29.31,29.96,7.1,35,9.1,0,7,8,2008,0,8118.0,4536.0,3591.0,61.63317757009346,3.4240654205607477
1,2008-08-08,79.0,63.0,71.0,54,61.0,0.0,6.0,452.0,452.0,0.0,0.0,0.0,29.29,30.01,4.5,2,7.4,0,8,8,2008,0,7232.0,4331.0,3402.0,59.53648783738753,3.721030489836721
2,2008-08-08,78.0,64.0,71.0,54,61.0,0.0,6.0,452.0,452.0,0.0,0.0,0.0,29.34,29.99,3.5,1,6.7,0,8,8,2008,0,6328.0,4331.0,3456.0,59.67789263087696,4.2627066164912115
1,2008-08-09,80.0,62.0,71.0,58,62.0,0.0,6.0,453.0,453.0,0.0,0.0,0.01,29.2,29.92,2.6,31,9.0,0,9,8,2008,0,8154.0,4402.0,3596.0,60.508021390374324,3.3615567439096847
2,2008-08-09,78.0,61.0,70.0,58,63.0,0.0,5.0,453.0,453.0,0.0,0.0,0.01,29.25,29.91,3.8,28,9.6,0,9,8,2008,23,7701.0,4410.0,3538.0,61.609829488465394,3.6241076169685527
1,2008-08-10,74.0,58.0,66.0,52,58.0,0.0,1.0,454.0,454.0,0.0,0.0,0.0,29.31,30.02,8.4,2,9.0,0,10,8,2008,0,7264.0,3828.0,3016.0,56.628247834776815,3.539265489673551
2,2008-08-10,74.0,61.0,68.0,53,59.0,0.0,3.0,454.0,454.0,0.0,0.0,0.0,29.36,30.0,10.2,2,9.9,0,10,8,2008,0,5902.0,4012.0,3233.0,57.74133333333334,4.441641025641026
1,2008-08-11,77.0,59.0,68.0,57,61.0,0.0,3.0,455.0,455.0,0.0,0.0,0.0,29.3,30.02,3.9,5,6.3,0,11,8,2008,0,8190.0,4148.0,3363.0,59.53697534976683,3.3076097416537125
2,2008-08-11,76.0,60.0,68.0,57,62.0,0.0,3.0,455.0,455.0,0.0,0.0,0.0,29.36,30.01,3.5,5,6.1,0,11,8,2008,0,7280.0,4216.0,3420.0,60.65711429523492,3.7910696434521824
1,2008-08-12,77.0,61.0,69.0,57,62.0,0.0,4.0,456.0,456.0,0.0,0.0,0.0,29.17,29.9,3.3,10,3.8,0,12,8,2008,0,7296.0,4278.0,3477.0,60.48628762541807,3.7803929765886295
2,2008-08-12,77.0,62.0,70.0,57,62.0,0.0,5.0,456.0,456.0,0.0,0.0,0.0,29.23,29.89,3.3,10,4.0,0,12,8,2008,0,6840.0,4340.0,3534.0,60.63098026095684,4.042065350730456
1,2008-08-13,79.0,66.0,73.0,59,63.0,0.0,8.0,457.0,457.0,0.0,0.0,0.06,29.11,29.84,3.0,7,4.6,0,13,8,2008,23,5941.0,4599.0,3894.0,61.458780160857906,4.727598473912146
2,2008-08-13,77.0,66.0,72.0,59,63.0,0.0,7.0,457.0,457.0,0.0,0.0,0.01,29.17,29.82,3.1,8,5.2,0,13,8,2008,0,5027.0,4536.0,3894.0,61.62676056338029,5.602432778489117
1,2008-08-14,79.0,63.0,71.0,60,64.0,0.0,6.0,458.0,458.0,0.0,0.0,0.0,29.23,29.93,7.3,3,7.9,0,14,8,2008,3,7328.0,4544.0,3780.0,62.50317407283662,3.906448379552289
2,2008-08-14,78.0,65.0,72.0,60,64.0,0.0,7.0,458.0,458.0,0.0,0.0,0.01,29.28,29.91,7.7,3,8.4,0,14,8,2008,2,5954.0,4608.0,3900.0,62.65195586760281,4.819381220584831
1,2008-08-15,78.0,61.0,70.0,54,61.0,0.0,5.0,459.0,459.0,0.0,0.0,0.0,29.44,30.13,6.9,3,7.9,0,15,8,2008,0,7803.0,4270.0,3294.0,59.60305343511451,3.506061966771442
2,2008-08-15,78.0,61.0,70.0,55,61.0,0.0,5.0,459.0,459.0,0.0,0.0,0.0,29.49,30.11,7.5,4,9.1,0,15,8,2008,0,7803.0,4270.0,3355.0,59.74393889073397,3.514349346513763
1,2008-08-16,83.0,58.0,71.0,53,61.0,0.0,6.0,500.0,500.0,0.0,0.0,0.0,29.4,30.13,5.7,29,6.5,0,16,8,2008,0,12500.0,4331.0,3074.0,59.522071025555924,2.380882841022237
2,2008-08-16,82.0,59.0,71.0,53,61.0,0.0,6.0,500.0,500.0,0.0,0.0,0.0,29.46,30.11,5.5,29,6.4,0,16,8,2008,0,11500.0,4331.0,3127.0,59.68316174028562,2.594920075664592
1,2008-08-17,84.0,63.0,74.0,60,65.0,0.0,9.0,501.0,501.0,0.0,0.0,0.0,29.28,30.01,7.9,26,8.0,0,17,8,2008,0,10521.0,4810.0,3780.0,63.41886037987338,3.019945732374923
2,2008-08-17,85.0,63.0,74.0,59,65.0,0.0,9.0,501.0,501.0,0.0,0.0,0.0,29.34,30.0,8.5,25,8.8,0,17,8,2008,0,11022.0,4810.0,3717.0,63.57,2.8895454545454546
1,2008-08-18,85.0,65.0,75.0,57,64.0,0.0,10.0,502.0,502.0,0.0,0.0,0.0,29.26,29.98,7.2,27,7.4,0,18,8,2008,0,10040.0,4800.0,3705.0,62.46297531687792,3.1231487658438963
2,2008-08-18,85.0,65.0,75.0,58,65.0,0.0,10.0,502.0,502.0,0.0,0.0,0.0,29.33,29.97,6.6,26,7.0,0,18,8,2008,0,10040.0,4875.0,3770.0,63.61194527861194,3.180597263930597
1,2008-08-19,82.0,63.0,73.0,64,67.0,0.0,8.0,503.0,503.0,0.0,0.0,0.0,29.38,30.08,5.9,4,6.7,0,19,8,2008,0,9557.0,4891.0,4032.0,65.44082446808511,3.4442539193729007
2,2008-08-19,84.0,65.0,75.0,64,68.0,0.0,10.0,503.0,503.0,0.0,0.0,0.0,29.42,30.05,4.9,5,6.0,0,19,8,2008,0,9557.0,5100.0,4160.0,66.57437603993345,3.50391452841755
1,2008-08-20,81.0,65.0,73.0,60,65.0,0.0,8.0,504.0,504.0,0.0,0.0,0.0,29.4,30.12,6.0,9,7.4,0,20,8,2008,0,8064.0,4745.0,3900.0,63.446215139442224,3.965388446215139
2,2008-08-20,81.0,67.0,74.0,59,65.0,0.0,9.0,504.0,504.0,0.0,0.0,0.0,29.46,30.1,7.3,10,7.7,0,20,8,2008,0,7056.0,4810.0,3953.0,63.61794019933555,4.544138585666825
1,2008-08-21,82.0,68.0,75.0,61,66.0,0.0,10.0,505.0,505.0,0.0,0.0,0.01,29.31,30.03,6.5,15,8.4,0,21,8,2008,23,7070.0,4950.0,4148.0,64.41758241758241,4.601255886970172
2,2008-08-21,82.0,69.0,76.0,60,66.0,0.0,11.0,505.0,505.0,0.0,0.0,0.01,29.36,30.02,6.5,14,7.7,0,21,8,2008,23,6565.0,5016.0,4140.0,64.5489673550966,4.965305181161276
1,2008-08-22,83.0,72.0,78.0,68,71.0,0.0,13.0,506.0,506.0,0.0,0.0,0.09,29.32,30.03,12.7,19,12.8,0,22,8,2008,74,5566.0,5538.0,4896.0,69.32134532134532,6.301940483758665
2,2008-08-22,84.0,75.0,80.0,69,72.0,0.0,15.0,506.0,506.0,0.0,0.0,0.01,29.39,30.02,11.1,19,11.5,0,22,8,2008,45,4554.0,5760.0,5175.0,70.4890073284477,7.832111925383078
1,2008-08-23,87.0,68.0,78.0,66,70.0,0.0,13.0,508.0,508.0,0.0,0.0,0.0,29.31,30.02,7.6,25,9.4,0,23,8,2008,2,9652.0,5460.0,4488.0,68.34443704197201,3.5970756337880005
2,2008-08-23,90.0,69.0,80.0,68,71.0,0.0,15.0,508.0,508.0,0.0,0.0,0.0,29.36,30.0,8.3,24,9.6,0,23,8,2008,6,10668.0,5680.0,4692.0,69.48533333333333,3.3088253968253967
1,2008-08-24,77.0,63.0,70.0,57,62.0,0.0,5.0,509.0,509.0,0.0,0.0,0.0,29.34,30.05,7.7,3,9.7,0,24,8,2008,0,7126.0,4340.0,3591.0,60.535108153078205,4.323936296648443
2,2008-08-24,78.0,65.0,72.0,57,63.0,0.0,7.0,509.0,509.0,0.0,0.0,0.0,29.38,30.03,8.7,3,10.0,0,24,8,2008,0,6617.0,4536.0,3705.0,61.63636363636363,4.741258741258741
1,2008-08-25,74.0,64.0,69.0,54,60.0,0.0,4.0,510.0,510.0,0.0,0.0,0.0,29.36,30.08,11.1,5,11.4,0,25,8,2008,0,5100.0,4140.0,3456.0,58.56382978723404,5.8563829787234045
2,2008-08-25,74.0,66.0,70.0,56,61.0,0.0,5.0,510.0,510.0,0.0,0.0,0.0,29.41,30.06,12.7,5,13.1,0,25,8,2008,0,4080.0,4270.0,3696.0,59.68097139055224,7.46012142381903
1,2008-08-26,76.0,61.0,69.0,54,60.0,0.0,4.0,511.0,511.0,0.0,0.0,0.0,29.29,30.03,7.7,7,8.4,0,26,8,2008,0,7665.0,4140.0,3294.0,58.52147852147852,3.901431901431901
2,2008-08-26,75.0,61.0,68.0,55,61.0,0.0,3.0,511.0,511.0,0.0,0.0,0.0,29.34,30.01,7.9,7,9.5,0,26,8,2008,0,7154.0,4148.0,3355.0,59.63812062645784,4.259865759032703
1,2008-08-27,83.0,61.0,72.0,56,63.0,0.0,7.0,512.0,512.0,0.0,0.0,0.0,29.2,29.93,4.6,7,5.9,0,27,8,2008,0,11264.0,4536.0,3416.0,61.46341463414634,2.793791574279379
2,2008-08-27,82.0,60.0,71.0,57,63.0,0.0,6.0,512.0,512.0,0.0,0.0,0.0,29.25,29.91,4.2,9,4.7,0,27,8,2008,0,11264.0,4473.0,3420.0,61.609829488465394,2.800446794930245
1,2008-08-28,80.0,63.0,72.0,64,67.0,0.0,7.0,513.0,513.0,0.0,0.0,0.06,29.1,29.82,5.7,19,6.7,0,28,8,2008,25,8721.0,4824.0,4032.0,65.38229376257546,3.8460172801514974
2,2008-08-28,81.0,67.0,74.0,65,68.0,0.0,9.0,513.0,513.0,0.0,0.0,0.02,29.15,29.8,5.7,19,6.5,0,28,8,2008,23,7182.0,5032.0,4355.0,66.51677852348993,4.751198465963567
1,2008-08-29,85.0,64.0,75.0,58,65.0,0.0,10.0,514.0,514.0,0.0,0.0,0.04,29.24,29.93,3.5,35,6.5,0,29,8,2008,25,10794.0,4875.0,3712.0,63.50150350818576,3.023881119437417
2,2008-08-29,84.0,67.0,76.0,61,66.0,0.0,11.0,514.0,514.0,0.0,0.0,0.01,29.29,29.91,3.6,2,6.1,0,29,8,2008,3,8738.0,5016.0,4087.0,64.63189568706117,3.8018762168859515
1,2008-08-30,87.0,56.0,72.0,55,62.0,0.0,7.0,515.0,515.0,0.0,0.0,0.0,29.39,30.09,2.6,24,3.8,0,30,8,2008,0,15965.0,4464.0,3080.0,60.5576603522765,1.9534729145895644
2,2008-08-30,87.0,61.0,74.0,55,64.0,0.0,9.0,515.0,515.0,0.0,0.0,0.0,29.44,30.07,2.0,23,3.2,0,30,8,2008,0,13390.0,4736.0,3355.0,62.6591286997007,2.409966488450027
1,2008-08-31,90.0,60.0,75.0,56,64.0,0.0,10.0,516.0,516.0,0.0,0.0,0.0,29.41,30.13,4.8,13,5.4,0,31,8,2008,0,15480.0,4800.0,3360.0,62.47062728177896,2.082354242725965
2,2008-08-31,89.0,65.0,77.0,57,65.0,0.0,12.0,516.0,516.0,0.0,0.0,0.0,29.47,30.11,4.8,12,5.2,0,31,8,2008,0,12384.0,5005.0,3705.0,63.61839920292262,2.650766633455109
1,2008-09-01,90.0,62.0,76.0,54,63.0,0.0,11.0,517.0,517.0,0.0,0.0,0.0,29.37,30.09,7.0,14,7.7,0,1,9,2008,0,14476.0,4788.0,3348.0,61.4925224327019,2.1961615154536394
2,2008-09-01,89.0,67.0,78.0,54,64.0,0.0,13.0,517.0,517.0,0.0,0.0,0.0,29.42,30.07,7.7,12,7.9,0,1,9,2008,0,11374.0,4992.0,3618.0,62.616561356834055,2.846207334401548
1,2008-09-02,94.0,65.0,80.0,61,68.0,0.0,15.0,518.0,518.0,0.0,0.0,0.0,29.31,30.02,3.2,21,4.4,0,2,9,2008,49,15022.0,5440.0,3965.0,66.39173884077282,2.289370304854235
2,2008-09-02,95.0,68.0,82.0,61,68.0,0.0,17.0,518.0,518.0,0.0,0.0,0.01,29.36,30.0,2.8,17,4.5,0,2,9,2008,53,13986.0,5576.0,4148.0,66.54933333333334,2.4647901234567904
1,2008-09-03,77.0,66.0,72.0,60,64.0,0.0,7.0,519.0,519.0,0.0,0.0,0.02,29.31,30.02,9.8,1,10.4,0,3,9,2008,72,5709.0,4608.0,3960.0,62.486342438374415,5.680576585306765
2,2008-09-03,77.0,68.0,73.0,62,65.0,0.0,8.0,519.0,519.0,0.0,0.0,0.0,29.34,29.99,11.2,1,12.1,0,3,9,2008,0,4671.0,4745.0,4216.0,63.59119706568857,7.065688562854286
1,2008-09-04,67.0,61.0,64.0,61,62.0,1.0,0.0,520.0,520.0,0.0,0.0,2.9,29.08,29.82,11.6,3,12.4,0,4,9,2008,25,3120.0,3968.0,3721.0,60.46143527833668,10.07690587972278
2,2008-09-04,68.0,63.0,66.0,63,64.0,0.0,1.0,520.0,520.0,0.0,0.0,2.68,29.13,29.8,11.2,3,12.2,0,4,9,2008,25,2600.0,4224.0,3969.0,62.56107382550335,12.51221476510067
1,2008-09-05,70.0,57.0,64.0,56,59.0,1.0,0.0,521.0,521.0,0.0,0.0,0.0,29.22,29.93,5.9,34,6.9,0,5,9,2008,0,6773.0,3776.0,3192.0,57.6004009355162,4.430800071962785
2,2008-09-05,68.0,58.0,63.0,58,60.0,2.0,0.0,521.0,521.0,0.0,0.0,0.01,29.28,29.92,4.3,32,4.7,0,5,9,2008,25,5210.0,3780.0,3364.0,58.716577540106954,5.871657754010696
1,2008-09-06,74.0,53.0,64.0,54,58.0,1.0,0.0,522.0,522.0,0.0,0.0,0.01,29.28,29.98,4.9,27,5.3,0,6,9,2008,2,10962.0,3712.0,2862.0,56.645763842561706,2.697417325836272
2,2008-09-06,74.0,56.0,65.0,54,59.0,0.0,0.0,522.0,522.0,0.0,0.0,0.01,29.34,29.98,5.1,28,5.5,0,6,9,2008,23,9396.0,3835.0,3024.0,57.74049366244163,3.2078052034689795
1,2008-09-07,74.0,55.0,65.0,51,57.0,0.0,0.0,523.0,523.0,0.0,0.0,0.0,29.35,30.06,6.4,26,6.6,0,7,9,2008,0,9937.0,3705.0,2805.0,55.65369261477046,2.9291417165668663
2,2008-09-07,74.0,58.0,66.0,52,58.0,0.0,1.0,523.0,523.0,0.0,0.0,0.01,29.41,30.05,7.0,26,7.4,0,7,9,2008,0,8368.0,3828.0,3016.0,56.76472545757071,3.5477953410981695
1,2008-09-08,67.0,52.0,60.0,52,55.0,5.0,0.0,524.0,524.0,0.0,0.0,1.23,29.41,30.11,4.6,34,6.2,0,8,9,2008,25,7860.0,3300.0,2704.0,53.72135503155098,3.581423668770065
2,2008-09-08,70.0,53.0,62.0,54,56.0,3.0,0.0,524.0,524.0,0.0,0.0,1.01,29.45,30.1,4.9,33,6.9,0,8,9,2008,25,8908.0,3472.0,2862.0,54.7906976744186,3.2229822161422708
1,2008-09-09,69.0,49.0,59.0,45,52.0,6.0,0.0,525.0,525.0,0.0,0.0,0.0,29.45,30.17,3.9,36,6.4,0,9,9,2008,0,10500.0,3068.0,2205.0,50.759032151143515,2.5379516075571757
2,2008-09-09,68.0,49.0,59.0,46,52.0,6.0,0.0,525.0,525.0,0.0,0.0,0.01,29.51,30.17,3.1,36,5.9,0,9,9,2008,0,9975.0,3068.0,2254.0,50.86244613854823,2.676970849397275
1,2008-09-10,72.0,48.0,60.0,48,54.0,5.0,0.0,526.0,526.0,0.0,0.0,0.0,29.47,30.21,4.3,14,5.1,0,10,9,2008,0,12624.0,3240.0,2304.0,52.677259185700095,2.1948857994041706
2,2008-09-10,72.0,50.0,61.0,47,54.0,4.0,0.0,526.0,526.0,0.0,0.0,0.0,29.54,30.2,4.0,14,4.9,0,10,9,2008,0,11572.0,3294.0,2350.0,52.81986754966888,2.4009030704394942
1,2008-09-11,79.0,55.0,67.0,57,61.0,0.0,2.0,527.0,527.0,0.0,0.0,0.01,29.33,30.08,8.9,18,9.8,0,11,9,2008,25,12648.0,4087.0,3135.0,59.47905585106383,2.4782939937943262
