Date_spry,Time_spry,Latitude_spry,Longitude_spry,day_spry,month_spry,year_spry,Date_trn,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude_trn,Longitude_trn,AddressAccuracy,NumMosquitos,WnvPresent,day_trn,month_trn,year,Street_effect,Species_lb,Address_lb,Station,Date_wthr,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,day_wthr,month_wthr,year_wthr,CodeSum_lb,Tmax:Tmin:Sunst,Tavg:WB,Hot_web,DP:Tmin,P:sea:WB,T_diff,Dry,Dry_Wet_Diff,month_cat,DewPoint:Sunrise
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011,2007-08-01,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,1,8,2007,1,1,18,1,2008-10-06,69.0,54.0,62.0,47,54.0,3.0,0.0,554.0,1725.0, ,0.0,0.0,0.0,29.49,30.23,10.5,11,10.7,6,10,2008,0,25875.0,3348.0,0.0,2538.0,52.678134303671854,0,1,1,1,26038.0
2011-09-07,,41.98622792163621,-87.7955822543278,7,9,2011,2007-08-22,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX TERRITANS,89, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,7,0,22,8,2007,1,5,126,2,2008-10-06,70.0,56.0,63.0,46,54.0,2.0,0.0,554.0,1725.0, ,0.0,0.0,0.0,29.55,30.23,8.9,12,9.1,6,10,2008,0,24150.0,3402.0,0.0,2576.0,52.78531260337414,0,1,1,1,25484.0
2011-09-07,202942.0,41.9687616666667,-87.79645,7,9,2011,2007-08-07,"1700 North Pulaski Road, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,17, N PULASKI RD,T039,"1700  N PULASKI RD, Chicago, IL",41.911823999999996,-87.726737,9,18,0,7,8,2007,1,1,29,1,2008-10-07,63.0,56.0,60.0,52,56.0,5.0,0.0,555.0,1724.0,RA BR,0.0,0.0,0.8,29.24,30.01,10.3,13,11.3,7,10,2008,25,12068.0,3360.0,50.40000000000001,2912.0,54.56314561812729,0,1,0,1,28860.0
2011-09-07,,41.983491792330106,-87.8037426399777,7,9,2011,2007-07-19,"3700 118th Street, Chicago, IL 60617, USA",CULEX RESTUANS,37, E 118TH ST,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8,6,0,19,7,2007,1,2,59,2,2008-10-07,65.0,56.0,61.0,52,56.0,4.0,0.0,555.0,1724.0,RA DZ BR,0.0,0.0,0.86,29.31,30.01,9.5,14,10.9,7,10,2008,35,15516.0,3416.0,55.9,2912.0,54.69376874375208,0,1,0,1,28860.0
2011-09-07,201812.0,41.97513166666671,-87.7927016666667,7,9,2011,2007-08-01,"1800 West Leland Avenue, Chicago, IL 60640, USA",CULEX PIPIENS/RESTUANS,18, W LELAND AVE,T219,"1800  W LELAND AVE, Chicago, IL",41.966986999999996,-87.674677,8,3,0,1,8,2007,1,1,33,1,2008-10-08,64.0,50.0,57.0,51,54.0,8.0,0.0,556.0,1722.0,RA BR,0.0,0.0,0.19,29.13,29.85,7.5,26,8.1,8,10,2008,25,24108.0,3078.0,12.16,2550.0,52.69748743718593,0,1,0,1,28356.0
2011-08-29,191448.0,42.3925866666667,-88.0938666666667,29,8,2011,2007-06-26,"6800 West Belden Avenue, Chicago, IL 60707, USA",CULEX RESTUANS,68, W BELDEN AVE,T037,"6800  W BELDEN AVE, Chicago, IL",41.921177,-87.79518,8,1,0,26,6,2007,1,2,111,2,2008-10-08,63.0,52.0,58.0,52,55.0,7.0,0.0,556.0,1722.0,RA BR,0.0,0.0,0.29,29.2,29.86,7.4,26,8.3,8,10,2008,25,18942.0,3190.0,18.27,2704.0,53.78432685867382,0,1,0,1,28912.0
2011-09-07,202952.0,41.9692783333333,-87.7964433333333,7,9,2011,2007-08-01,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,10,0,1,8,2007,1,0,39,1,2008-10-09,69.0,47.0,58.0,38,49.0,7.0,0.0,557.0,1720.0, ,0.0,0.0,0.0,29.36,30.05,5.5,29,5.8,9,10,2008,0,37840.0,2842.0,0.0,1786.0,47.874875207986676,1,0,1,1,21166.0
2011-09-07,,41.9852198739971,-87.79289412729021,7,9,2011,2007-08-16,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,16,8,2007,1,0,18,2,2008-10-09,69.0,48.0,59.0,39,49.0,6.0,0.0,557.0,1720.0, ,0.0,0.0,0.0,29.41,30.05,3.9,29,4.8,9,10,2008,0,36120.0,2891.0,0.0,1872.0,47.95640599001664,0,0,1,1,21723.0
2011-09-07,,41.9856518944139,-87.8140631277114,7,9,2011,2007-09-05,"1100 North Artesian Avenue, Chicago, IL 60622, USA",CULEX PIPIENS,11, S ARTESIAN AVE,T160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.68826700000002,8,5,0,5,9,2007,1,0,9,1,2008-10-10,72.0,42.0,57.0,42,50.0,8.0,0.0,558.0,1719.0, ,0.0,0.0,0.0,29.47,30.18,4.8,11,6.7,10,10,2008,0,51570.0,2850.0,0.0,1764.0,48.823724320742215,1,0,1,1,23436.0
2011-09-07,194242.0,41.98274166666671,-87.7902766666667,7,9,2011,2007-09-24,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,49, W BALMORAL AVE,T025,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,9,1,0,24,9,2007,1,1,80,2,2008-10-10,73.0,46.0,60.0,41,51.0,5.0,0.0,558.0,1719.0, ,0.0,0.0,0.0,29.52,30.17,5.3,11,6.1,10,10,2008,0,46413.0,3060.0,0.0,1886.0,49.901226383825,1,0,1,1,22878.0
2011-09-07,201720.0,41.98134500000001,-87.8331616666667,7,9,2011,2007-10-04,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",CULEX PIPIENS/RESTUANS,52, S KOLMAR,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8,6,0,4,10,2007,1,1,86,1,2008-10-11,79.0,51.0,65.0,50,57.0,0.0,0.0,559.0,1717.0, ,0.0,0.0,0.0,29.52,30.24,4.2,14,5.0,11,10,2008,0,48076.0,3705.0,0.0,2550.0,55.64285714285714,1,1,1,1,27950.0
2011-09-07,202710.0,41.981638333333294,-87.81543,7,9,2011,2007-08-02,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX RESTUANS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,3,0,2,8,2007,1,2,10,2,2008-10-11,80.0,55.0,68.0,50,57.0,0.0,3.0,559.0,1717.0, ,0.0,0.0,0.0,29.58,30.24,3.9,14,5.0,11,10,2008,0,42925.0,3876.0,0.0,2750.0,55.75595238095239,1,1,1,1,27950.0
2011-09-07,210132.0,41.973893333333294,-87.792565,7,9,2011,2007-08-21,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX PIPIENS/RESTUANS,11, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,12,0,21,8,2007,1,1,16,1,2008-10-12,84.0,57.0,71.0,56,61.0,0.0,6.0,600.0,1715.0,BR,0.0,0.0,0.0,29.55,30.27,4.3,15,5.1,12,10,2008,2,46305.0,4331.0,0.0,3192.0,59.54905847373636,1,1,0,1,33600.0
2011-09-07,,41.9826277514966,-87.81012694169209,7,9,2011,2007-08-02,"3800 East 115th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,38, E 115TH ST,T215,"3800  E 115TH ST, Chicago, IL",41.686398,-87.531635,8,50,0,2,8,2007,1,1,62,2,2008-10-12,86.0,62.0,74.0,54,62.0,0.0,9.0,600.0,1715.0, ,0.0,0.0,0.0,29.61,30.26,5.8,16,6.3,12,10,2008,0,41160.0,4588.0,0.0,3348.0,60.66820885657635,1,1,1,1,32400.0
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011,2007-08-24,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,6,0,24,8,2007,1,1,98,1,2008-10-13,77.0,61.0,69.0,58,63.0,0.0,4.0,602.0,1714.0, ,0.0,0.0,0.0,29.47,30.21,7.7,20,8.1,13,10,2008,0,27424.0,4347.0,0.0,3538.0,61.456802383316784,0,1,0,1,34916.0
2011-09-07,201922.0,41.9716916666667,-87.79276,7,9,2011,2007-05-29,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,2,0,29,5,2007,1,1,38,2,2008-10-13,79.0,64.0,72.0,57,63.0,0.0,7.0,602.0,1714.0, ,0.0,0.0,0.0,29.54,30.2,8.3,20,8.7,13,10,2008,0,25710.0,4536.0,0.0,3648.0,61.623178807947035,0,1,1,1,34314.0
2011-09-07,,41.9834437900616,-87.79524623844809,7,9,2011,2007-08-15,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801497999999995,-87.763416,9,1,0,15,8,2007,1,0,82,1,2008-10-14,69.0,53.0,61.0,43,51.0,4.0,0.0,603.0,1712.0,RA,0.0,0.0,0.01,29.49,30.22,2.0,30,6.8,14,10,2008,23,27392.0,3111.0,0.6900000000000001,2279.0,49.768034414295165,0,0,1,1,25929.0
2011-09-07,203910.0,41.9797083333333,-87.819005,7,9,2011,2007-09-25,"South Torrence Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,13, S TORRENCE AVE,T200,"1300  S TORRENCE AVE, Chicago, IL",41.678618,-87.559308,5,2,0,25,9,2007,1,1,23,2,2008-10-14,70.0,55.0,63.0,43,52.0,2.0,0.0,603.0,1712.0, ,0.0,0.0,0.01,29.54,30.21,1.5,34,7.2,14,10,2008,0,25680.0,3276.0,0.7000000000000001,2365.0,50.846739490235024,0,0,1,1,25929.0
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011,2007-09-04,"1100 South California Avenue, Chicago, IL 60612, USA",CULEX PIPIENS/RESTUANS,11, S CALIFORNIA,T047,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,9,3,0,4,9,2007,1,1,12,1,2008-10-15,63.0,47.0,55.0,50,53.0,10.0,0.0,604.0,1711.0,RA BR,0.0,0.0,0.3,29.34,30.06,4.2,32,6.3,15,10,2008,25,27376.0,2915.0,18.9,2350.0,51.73053892215569,0,0,0,1,30200.0
2011-09-07,202500.0,41.98324,-87.82121500000002,7,9,2011,2007-08-08,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000002,8,50,0,8,8,2007,1,0,44,2,2008-10-15,64.0,50.0,57.0,51,54.0,8.0,0.0,604.0,1711.0,RA BR,0.0,0.0,0.24,29.39,30.05,3.6,32,6.8,15,10,2008,25,23954.0,3078.0,15.36,2550.0,52.81397670549086,0,1,0,1,30804.0
2011-09-07,,41.994196298211996,-87.8203034226202,7,9,2011,2007-08-01,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX PIPIENS/RESTUANS,71, S SOUTH SHORE DR,T079,"7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,9,6,0,1,8,2007,1,1,115,1,2008-10-16,59.0,43.0,51.0,38,44.0,14.0,0.0,605.0,1709.0, ,0.0,0.0,0.0,29.52,30.25,6.1,35,7.5,16,10,2008,0,27344.0,2244.0,0.0,1634.0,42.93818181818182,0,0,1,1,22990.0
2011-09-07,200102.0,41.972809999999996,-87.7892466666667,7,9,2011,2007-08-01,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,11,0,1,8,2007,1,0,56,2,2008-10-16,59.0,44.0,52.0,39,45.0,13.0,0.0,605.0,1709.0, ,0.0,0.0,0.0,29.57,30.24,6.7,35,8.0,16,10,2008,0,25635.0,2340.0,0.0,1716.0,44.00297619047619,0,0,1,1,23595.0
2011-09-07,202910.0,41.9815133333333,-87.8190966666667,7,9,2011,2007-10-09,"South Torrence Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,13, S TORRENCE AVE,T200,"1300  S TORRENCE AVE, Chicago, IL",41.678618,-87.559308,5,1,0,9,10,2007,1,1,23,1,2008-10-17,57.0,43.0,50.0,39,44.0,15.0,0.0,606.0,1707.0, ,0.0,0.0,0.0,29.53,30.26,6.2,36,7.2,17,10,2008,0,23898.0,2200.0,0.0,1677.0,42.93853271645737,0,0,0,1,23634.0
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011,2007-08-24,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,33, N RUTHERFORD AVE,T144,"3300  N RUTHERFORD AVE, Chicago, IL",41.94016,-87.794896,9,15,1,24,8,2007,1,0,53,2,2008-10-17,56.0,44.0,50.0,40,46.0,15.0,0.0,606.0,1707.0, ,0.0,0.0,0.01,29.59,30.25,5.8,36,7.2,17,10,2008,0,20484.0,2300.0,0.56,1760.0,44.99636363636363,0,0,1,1,24240.0
2011-09-07,205926.0,41.976673333333295,-87.81449,7,9,2011,2007-08-01,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX PIPIENS/RESTUANS,11, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,7,0,1,8,2007,1,1,16,1,2008-10-18,60.0,43.0,52.0,40,45.0,13.0,0.0,607.0,1706.0,RA BR,0.0,0.0,0.05,29.58,30.32,2.1,7,6.1,18,10,2008,25,29002.0,2340.0,3.0,1720.0,43.90171503957783,0,0,0,1,24280.0
2011-09-07,204940.0,41.975126666666704,-87.8201066666667,7,9,2011,2007-08-28,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,28,8,2007,1,0,18,2,2008-10-18,60.0,46.0,53.0,41,47.0,12.0,0.0,607.0,1706.0,RA BR,0.0,0.0,0.14,29.65,30.32,2.4,7,5.3,18,10,2008,25,23884.0,2491.0,8.4,1886.0,45.96141160949868,0,0,1,1,24887.0
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011,2007-08-15,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX PIPIENS,14, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,14,1,15,8,2007,1,0,24,1,2008-10-19,62.0,40.0,51.0,37,45.0,14.0,0.0,608.0,1704.0, ,0.0,0.0,0.0,29.49,30.24,12.0,19,12.4,19,10,2008,0,37488.0,2295.0,0.0,1480.0,43.88392857142857,1,0,1,1,22496.0
2011-09-07,200052.0,41.972455,-87.7892433333333,7,9,2011,2007-08-01,"2200 West 69th Street, Chicago, IL 60636, USA",CULEX PIPIENS,22, W 69TH ST,T069,"2200  W 69TH ST, Chicago, IL",41.768388,-87.678649,8,5,0,1,8,2007,1,0,41,2,2008-10-19,62.0,44.0,53.0,37,46.0,12.0,0.0,608.0,1704.0, ,0.0,0.0,0.0,29.57,30.25,10.6,19,10.9,19,10,2008,0,30672.0,2438.0,0.0,1628.0,44.96595041322314,0,0,1,1,22496.0
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011,2007-08-28,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,28,8,2007,1,0,18,1,2008-10-20,55.0,43.0,49.0,42,46.0,16.0,0.0,610.0,1703.0,RA BR,0.0,0.0,0.18,29.48,30.21,4.0,31,7.6,20,10,2008,25,20436.0,2254.0,9.9,1806.0,44.888447533929174,0,0,0,1,25620.0
2011-09-07,205002.0,41.981483333333294,-87.802335,7,9,2011,2007-08-01,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,4,0,1,8,2007,1,0,39,2,2008-10-20,56.0,44.0,50.0,43,47.0,15.0,0.0,610.0,1703.0,RA BR,0.0,0.0,0.31,29.54,30.21,3.2,31,7.4,20,10,2008,25,20436.0,2350.0,17.36,1892.0,45.957629923866264,0,0,0,1,26230.0
2011-09-07,204410.0,41.97750666666671,-87.8170766666667,7,9,2011,2007-08-01,"6100 South Melvina Avenue, Chicago, IL 60638, USA",CULEX PIPIENS,61, S MELVINA AVE,T071,"6100  S MELVINA AVE, Chicago, IL",41.781416,-87.77653199999996,8,2,0,1,8,2007,1,0,99,1,2008-10-21,55.0,38.0,47.0,35,42.0,18.0,0.0,611.0,1701.0, ,0.0,0.0,0.0,29.64,30.37,7.1,2,8.7,21,10,2008,0,28917.0,1974.0,0.0,1330.0,40.99045110306223,0,0,1,1,21385.0
2011-09-07,202102.0,41.9687816666667,-87.79401666666668,7,9,2011,2007-08-01,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,8,0,1,8,2007,1,0,112,2,2008-10-21,55.0,39.0,47.0,37,43.0,18.0,0.0,611.0,1701.0, ,0.0,0.0,0.0,29.7,30.37,6.7,3,9.2,21,10,2008,0,27216.0,2021.0,0.0,1443.0,42.05136648007903,0,0,1,1,22607.0
2011-09-07,210027.0,41.97772666666671,-87.8132816666667,7,9,2011,2007-09-12,"4000 East 130th Street, Chicago, IL 60633, USA",CULEX SALINARIUS,40, E 130TH ST,T221,"4000  E 130TH ST, Chicago, IL",41.659112,-87.53869300000002,8,1,0,12,9,2007,1,3,66,1,2008-10-22,52.0,35.0,44.0,30,40.0,21.0,0.0,612.0,1660.0, ,0.0,0.0,0.0,29.65,30.39,12.1,12,13.1,22,10,2008,0,28220.0,1760.0,0.0,1050.0,39.02599539322146,0,0,1,1,18360.0
2011-09-07,202310.0,41.9833583333333,-87.8262116666667,7,9,2011,2007-08-21,"1100 South California Avenue, Chicago, IL 60612, USA",CULEX PIPIENS,11, S CALIFORNIA,T047,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,9,13,0,21,8,2007,1,0,12,2,2008-10-22,54.0,40.0,47.0,29,40.0,18.0,0.0,612.0,1660.0, ,0.0,0.0,0.0,29.71,30.4,12.0,12,12.6,22,10,2008,0,23240.0,1880.0,0.0,1160.0,39.0921052631579,0,0,1,1,17748.0
2011-09-07,202312.0,41.975151666666704,-87.7939533333333,7,9,2011,2007-08-22,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,1,22,8,2007,1,0,18,1,2008-10-23,58.0,41.0,50.0,36,44.0,15.0,0.0,613.0,1658.0,RA,0.0,0.0,0.16,29.5,30.27,11.5,12,11.8,23,10,2008,23,28186.0,2200.0,9.28,1476.0,42.88074000660721,0,0,1,1,22068.0
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011,2007-06-05,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX RESTUANS,14, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,3,0,5,6,2007,1,2,24,2,2008-10-23,60.0,40.0,50.0,34,43.0,15.0,0.0,613.0,1658.0,RA,0.0,0.0,0.09,29.56,30.27,10.6,12,10.8,23,10,2008,23,33160.0,2150.0,5.4,1360.0,41.991410637594974,0,0,1,1,20842.0
2011-09-07,195620.0,41.9745,-87.8308316666667,7,9,2011,2007-08-07,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,5,0,7,8,2007,1,1,17,1,2008-10-24,54.0,44.0,49.0,44,47.0,16.0,0.0,614.0,1657.0,TSRA RA BR,0.0,0.0,0.32,29.18,29.96,5.3,19,6.1,24,10,2008,84,16570.0,2303.0,17.28,1936.0,45.776368491321755,0,0,0,1,27016.0
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011,2007-06-26,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX RESTUANS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,19,0,26,6,2007,1,2,10,2,2008-10-24,56.0,45.0,51.0,44,47.0,14.0,0.0,614.0,1657.0,RA BR,0.0,0.0,0.63,29.25,29.97,5.6,20,6.9,24,10,2008,25,18227.0,2397.0,35.28,1980.0,45.87087087087087,0,0,0,1,27016.0
2011-09-07,,41.9895400781647,-87.80110251520858,7,9,2011,2007-07-27,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,6,0,27,7,2007,1,1,58,1,2008-10-25,53.0,43.0,48.0,40,44.0,17.0,0.0,616.0,1656.0,RA DZ BR,0.0,0.0,0.01,29.02,29.77,11.9,22,12.3,25,10,2008,35,16560.0,2112.0,0.53,1720.0,42.89150151158885,0,0,0,1,24640.0
2011-09-07,205826.0,41.97438,-87.8153066666667,7,9,2011,2007-08-02,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.72646500000001,-87.585413,5,3,0,2,8,2007,1,0,4,2,2008-10-25,53.0,43.0,48.0,41,45.0,17.0,0.0,616.0,1656.0, ,0.0,0.0,0.01,29.09,29.79,12.8,23,13.2,25,10,2008,0,16560.0,2160.0,0.53,1763.0,43.94259818731119,0,0,0,1,25256.0
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011,2007-07-11,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX RESTUANS,50, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803422999999995,-87.642984,8,4,0,11,7,2007,1,2,83,1,2008-10-26,56.0,37.0,47.0,32,41.0,18.0,0.0,617.0,1654.0,RA,0.0,0.0,0.01,29.1,29.8,17.2,27,17.8,26,10,2008,23,31426.0,1927.0,0.56,1184.0,40.03691275167785,0,0,1,1,19744.0
2011-08-29,191308.0,42.391225,-88.0951533333333,29,8,2011,2007-08-21,"4200 West 31st Street, Chicago, IL 60623, USA",CULEX RESTUANS,42, W 31ST ST,T036,"4200  W 31ST ST, Chicago, IL",41.837084999999995,-87.729384,9,1,0,21,8,2007,1,2,73,2,2008-10-26,56.0,36.0,46.0,34,41.0,19.0,0.0,617.0,1654.0,RA SN,0.0,0.0,0.01,29.17,29.81,17.5,27,18.4,26,10,2008,46,33080.0,1886.0,0.56,1224.0,40.11975847031198,0,0,1,1,20978.0
2011-09-07,,41.9863719284418,-87.79731033599491,7,9,2011,2007-09-05,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0,5,9,2007,1,0,18,1,2008-10-27,47.0,33.0,40.0,27,35.0,25.0,0.0,618.0,1653.0, ,0.0,0.0,0.01,29.51,30.2,13.7,31,14.4,27,10,2008,0,23142.0,1400.0,0.47,891.0,34.200331125827816,0,0,1,1,16686.0
2011-09-07,195920.0,41.976405,-87.835515,7,9,2011,2007-08-01,"9600 South Hoyne Avenue, Chicago, IL 60643, USA",CULEX RESTUANS,96, S HOYNE AVE,T161,"9600  S HOYNE AVE, Chicago, IL",41.719059,-87.675088,9,3,0,1,8,2007,1,2,132,2,2008-10-27,47.0,34.0,41.0,28,35.0,24.0,0.0,618.0,1653.0,RA SN,0.0,0.0,0.01,29.57,30.21,13.4,31,13.9,27,10,2008,46,21489.0,1435.0,0.47,952.0,34.258523667659716,0,0,1,1,17304.0
2011-09-07,,41.9863719284418,-87.7964942974299,7,9,2011,2007-06-26,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX RESTUANS,75, N OAKLEY AVE,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.68776899999996,8,2,0,26,6,2007,1,2,118,1,2008-10-28,45.0,31.0,38.0,23,33.0,27.0,0.0,619.0,1651.0, ,0.0,0.0,0.0,29.54,30.29,10.5,30,10.9,28,10,2008,0,23114.0,1254.0,0.0,713.0,32.18289864641796,0,0,1,1,14237.0
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011,2007-08-24,"2200 West 51st Street, Chicago, IL 60609, USA",CULEX PIPIENS,22, W 51ST ST,T061,"2200  W 51ST ST, Chicago, IL",41.801179,-87.679447,8,10,0,24,8,2007,1,0,40,2,2008-10-28,45.0,32.0,39.0,23,33.0,26.0,0.0,619.0,1651.0, ,0.0,0.0,0.0,29.6,30.31,9.9,30,10.3,28,10,2008,0,21463.0,1287.0,0.0,736.0,32.22698779280765,0,0,1,1,14237.0
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011,2007-08-02,"3800 East 115th Street, Chicago, IL 60617, USA",CULEX TERRITANS,38, E 115TH ST,T215,"3800  E 115TH ST, Chicago, IL",41.686398,-87.531635,8,26,0,2,8,2007,1,5,62,1,2008-10-29,51.0,32.0,42.0,24,34.0,23.0,0.0,620.0,1650.0, ,0.0,0.0,0.0,29.47,30.21,3.7,32,6.2,29,10,2008,0,31350.0,1428.0,0.0,768.0,33.167163190996355,0,0,1,1,14880.0
2011-09-07,213420.0,41.9877,-87.8217916666667,7,9,2011,2007-06-05,"2100 North Lawler Avenue, Chicago, IL 60639, USA",CULEX RESTUANS,21, N LAWLER AVE,T154,"2100  N LAWLER AVE, Chicago, IL",41.918704999999996,-87.752329,8,1,0,5,6,2007,1,2,36,2,2008-10-29,51.0,33.0,42.0,25,35.0,23.0,0.0,620.0,1650.0, ,0.0,0.0,0.0,29.54,30.22,1.7,29,6.1,29,10,2008,0,29700.0,1470.0,0.0,825.0,34.21244209133025,0,0,1,1,15500.0
2011-09-07,,41.9944843118232,-87.81363110729471,7,9,2011,2007-08-24,"4500 North Campbell Avenue, Chicago, IL 60625, USA",CULEX PIPIENS,45, N CAMPBELL AVE,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9,5,0,24,8,2007,1,0,76,1,2008-10-30,62.0,31.0,47.0,32,41.0,18.0,0.0,622.0,1649.0, ,0.0,0.0,0.0,29.57,30.31,10.5,19,10.4,30,10,2008,0,51119.0,1927.0,0.0,992.0,39.999010227647645,1,0,1,1,19904.0
