Station,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,Depth,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,CodeSum_lb
1,70.0,43.0,57.0,34,47.0,8.0,0.0,446.0,446.0,0.0,0.0,0.0,29.19,29.92,3.9,26,4.9,0
2,70.0,45.0,58.0,35,48.0,7.0,0.0,446.0,446.0,0.0,0.0,0.0,29.26,29.92,4.7,26,4.8,0
1,70.0,43.0,57.0,34,47.0,8.0,0.0,444.0,444.0,0.0,0.0,0.0,29.31,30.02,6.5,9,7.6,0
2,70.0,49.0,60.0,36,48.0,5.0,0.0,444.0,444.0,0.0,0.0,0.0,29.37,30.02,7.1,9,8.4,0
1,71.0,49.0,60.0,40,50.0,5.0,0.0,443.0,443.0,0.0,0.0,0.0,29.22,29.95,5.5,13,6.0,0
2,70.0,54.0,62.0,41,51.0,3.0,0.0,443.0,443.0,0.0,0.0,0.0,29.28,29.95,5.1,12,5.9,0
1,75.0,51.0,63.0,51,55.0,2.0,0.0,442.0,442.0,0.0,0.0,0.67,29.05,29.79,6.5,19,8.1,25
2,75.0,56.0,66.0,51,56.0,0.0,1.0,442.0,442.0,0.0,0.0,0.86,29.13,29.8,6.2,19,7.2,25
1,77.0,56.0,67.0,52,57.0,0.0,2.0,441.0,441.0,0.0,0.0,0.19,29.01,29.73,8.5,25,10.3,27
2,77.0,56.0,67.0,53,58.0,0.0,2.0,441.0,441.0,0.0,0.0,0.03,29.08,29.74,8.2,24,9.2,27
1,77.0,53.0,65.0,53,58.0,0.0,0.0,439.0,439.0,0.0,0.0,0.02,28.94,29.68,4.9,21,6.0,83
2,74.0,57.0,66.0,55,59.0,0.0,1.0,439.0,439.0,0.0,0.0,0.01,29.0,29.67,4.4,20,6.1,3
1,63.0,46.0,55.0,44,48.0,10.0,0.0,438.0,438.0,0.0,0.0,0.01,29.19,29.87,6.8,29,11.8,0
2,64.0,45.0,55.0,44,49.0,10.0,0.0,438.0,438.0,0.0,0.0,0.0,29.26,29.87,4.7,28,11.3,0
1,67.0,40.0,54.0,39,46.0,11.0,0.0,437.0,437.0,0.0,0.0,0.0,29.41,30.11,4.7,30,8.4,0
2,67.0,43.0,55.0,40,47.0,10.0,0.0,437.0,437.0,0.0,0.0,0.02,29.47,30.11,5.1,30,9.0,23
1,61.0,39.0,50.0,35,44.0,15.0,0.0,436.0,436.0,0.0,0.0,0.0,29.47,30.2,0.7,8,4.6,0
2,61.0,40.0,51.0,34,44.0,14.0,0.0,436.0,436.0,0.0,0.0,0.0,29.53,30.2,2.1,7,4.5,0
1,71.0,39.0,55.0,34,47.0,10.0,0.0,435.0,435.0,0.0,0.0,0.0,29.38,30.13,9.5,16,9.6,0
2,72.0,44.0,58.0,32,47.0,7.0,0.0,435.0,435.0,0.0,0.0,0.0,29.44,30.13,8.9,16,9.5,0
1,70.0,53.0,62.0,56,58.0,3.0,0.0,434.0,434.0,0.0,0.0,0.55,29.01,29.76,14.4,19,16.4,84
2,71.0,54.0,63.0,58,60.0,2.0,0.0,434.0,434.0,0.0,0.0,1.03,29.08,29.77,12.9,18,14.8,88
1,68.0,53.0,61.0,44,52.0,4.0,0.0,433.0,433.0,0.0,0.0,0.0,29.31,30.0,10.5,27,10.7,0
2,69.0,55.0,62.0,44,53.0,3.0,0.0,433.0,433.0,0.0,0.0,0.01,29.38,30.0,11.1,27,11.3,0
1,61.0,52.0,57.0,51,54.0,8.0,0.0,432.0,432.0,0.0,0.0,0.39,29.28,30.0,6.0,16,8.8,25
2,63.0,55.0,59.0,52,55.0,6.0,0.0,432.0,432.0,0.0,0.0,0.7,29.34,29.99,4.4,15,5.8,84
1,62.0,45.0,54.0,40,49.0,11.0,0.0,431.0,431.0,0.0,0.0,0.0,29.36,30.05,11.0,29,12.5,2
2,62.0,47.0,55.0,41,50.0,10.0,0.0,431.0,431.0,0.0,0.0,0.04,29.41,30.05,11.0,30,12.4,8
1,63.0,39.0,51.0,27,42.0,14.0,0.0,430.0,430.0,0.0,0.0,0.0,29.6,30.32,0.2,33,6.2,0
2,59.0,41.0,50.0,28,42.0,15.0,0.0,430.0,430.0,0.0,0.0,0.0,29.67,30.32,3.3,9,6.5,0
1,66.0,40.0,53.0,33,45.0,12.0,0.0,429.0,429.0,0.0,0.0,0.01,29.54,30.29,9.6,19,9.9,0
2,67.0,45.0,56.0,30,45.0,9.0,0.0,429.0,429.0,0.0,0.0,0.01,29.62,30.3,9.3,19,9.5,0
1,80.0,52.0,66.0,44,55.0,0.0,1.0,428.0,428.0,0.0,0.0,0.0,29.48,30.21,13.5,21,13.8,0
2,80.0,54.0,67.0,43,54.0,0.0,2.0,428.0,428.0,0.0,0.0,0.0,29.55,30.22,12.3,21,12.4,0
1,84.0,61.0,73.0,44,57.0,0.0,8.0,427.0,427.0,0.0,0.0,0.0,29.4,30.13,14.4,20,14.6,0
2,85.0,61.0,73.0,43,57.0,0.0,8.0,427.0,427.0,0.0,0.0,0.01,29.47,30.13,11.9,20,12.1,0
1,84.0,60.0,72.0,49,59.0,0.0,7.0,426.0,426.0,0.0,0.0,0.0,29.38,30.09,7.8,23,12.8,0
2,85.0,60.0,73.0,48,59.0,0.0,8.0,426.0,426.0,0.0,0.0,0.0,29.44,30.09,8.1,25,10.9,0
1,69.0,53.0,61.0,46,53.0,4.0,0.0,425.0,425.0,0.0,0.0,0.0,29.46,30.18,10.4,4,10.7,0
2,70.0,56.0,63.0,47,54.0,2.0,0.0,425.0,425.0,0.0,0.0,0.0,29.5,30.16,10.0,3,10.6,0
1,80.0,50.0,65.0,50,57.0,0.0,0.0,425.0,425.0,0.0,0.0,0.0,29.33,30.06,4.5,7,5.7,0
2,79.0,55.0,67.0,51,58.0,0.0,2.0,425.0,425.0,0.0,0.0,0.01,29.39,30.05,4.5,8,5.5,0
1,71.0,55.0,63.0,46,53.0,2.0,0.0,424.0,424.0,0.0,0.0,0.0,29.34,30.07,10.4,4,11.0,0
2,70.0,56.0,63.0,47,54.0,2.0,0.0,424.0,424.0,0.0,0.0,0.0,29.39,30.05,10.7,3,10.8,0
1,67.0,54.0,61.0,43,51.0,4.0,0.0,423.0,423.0,0.0,0.0,0.04,29.28,30.02,10.3,6,10.8,34
2,64.0,56.0,60.0,46,53.0,5.0,0.0,423.0,423.0,0.0,0.0,0.08,29.33,30.0,8.7,6,9.5,34
1,74.0,53.0,64.0,51,55.0,1.0,0.0,422.0,422.0,0.0,0.0,1.73,29.08,29.82,7.5,5,7.8,84
2,76.0,56.0,66.0,54,58.0,0.0,1.0,422.0,422.0,0.0,0.0,1.38,29.13,29.81,5.7,6,6.8,84
1,73.0,55.0,64.0,58,60.0,1.0,0.0,422.0,422.0,0.0,0.0,0.02,28.95,29.68,3.6,24,7.2,9
2,75.0,58.0,67.0,60,63.0,0.0,2.0,422.0,422.0,0.0,0.0,0.01,29.02,29.67,6.8,24,8.3,9
1,62.0,54.0,58.0,51,54.0,7.0,0.0,421.0,421.0,0.0,0.0,0.0,29.06,29.76,6.8,30,8.1,0
2,64.0,55.0,60.0,51,54.0,5.0,0.0,421.0,421.0,0.0,0.0,0.0,29.11,29.75,6.8,29,8.3,0
1,74.0,50.0,62.0,49,55.0,3.0,0.0,421.0,421.0,0.0,0.0,0.01,29.17,29.88,2.7,32,6.9,0
2,77.0,55.0,66.0,49,55.0,0.0,1.0,421.0,421.0,0.0,0.0,0.0,29.23,29.87,2.0,31,6.8,0
1,79.0,50.0,65.0,46,54.0,0.0,0.0,420.0,420.0,0.0,0.0,0.01,29.09,29.81,2.9,27,6.8,23
2,79.0,53.0,66.0,46,55.0,0.0,1.0,420.0,420.0,0.0,0.0,0.01,29.15,29.8,1.8,29,6.6,0
1,73.0,45.0,59.0,41,50.0,6.0,0.0,420.0,420.0,0.0,0.0,0.0,29.21,29.94,2.7,10,4.6,0
2,72.0,49.0,61.0,43,52.0,4.0,0.0,420.0,420.0,0.0,0.0,0.0,29.26,29.93,2.9,9,6.3,0
1,78.0,51.0,65.0,53,57.0,0.0,0.0,419.0,419.0,0.0,0.0,0.44,29.19,29.89,1.2,34,11.1,83
2,80.0,52.0,66.0,54,58.0,0.0,1.0,419.0,419.0,0.0,0.0,0.83,29.25,29.88,1.0,34,10.0,83
1,60.0,48.0,54.0,46,50.0,11.0,0.0,419.0,419.0,0.0,0.0,0.12,29.36,30.09,7.4,3,8.0,25
2,61.0,50.0,56.0,47,51.0,9.0,0.0,419.0,419.0,0.0,0.0,0.06,29.42,30.07,8.3,3,9.2,25
1,61.0,43.0,52.0,39,46.0,13.0,0.0,418.0,418.0,0.0,0.0,0.0,29.42,30.15,10.5,4,10.7,0
2,61.0,47.0,54.0,40,48.0,11.0,0.0,418.0,418.0,0.0,0.0,0.0,29.47,30.13,11.0,2,11.4,0
1,68.0,42.0,55.0,37,48.0,10.0,0.0,418.0,418.0,0.0,0.0,0.0,29.31,30.05,4.7,4,5.9,0
2,68.0,47.0,58.0,38,49.0,7.0,0.0,418.0,418.0,0.0,0.0,0.0,29.36,30.05,5.2,5,6.4,0
1,79.0,44.0,62.0,44,54.0,3.0,0.0,417.0,417.0,0.0,0.0,0.0,29.18,29.91,5.8,26,6.7,0
2,80.0,47.0,64.0,43,54.0,1.0,0.0,417.0,417.0,0.0,0.0,0.0,29.23,29.91,6.3,25,7.2,0
1,63.0,51.0,57.0,45,50.0,8.0,0.0,417.0,417.0,0.0,0.0,0.02,29.2,29.93,6.2,5,7.7,0
2,66.0,55.0,61.0,48,53.0,4.0,0.0,417.0,417.0,0.0,0.0,0.01,29.26,29.92,4.7,3,7.2,23
1,73.0,52.0,63.0,53,57.0,2.0,0.0,417.0,417.0,0.0,0.0,0.04,29.14,29.87,2.7,8,6.9,2
2,74.0,56.0,65.0,54,59.0,0.0,0.0,417.0,417.0,0.0,0.0,0.01,29.21,29.86,1.5,11,7.7,25
1,80.0,52.0,66.0,60,63.0,0.0,1.0,417.0,417.0,0.0,0.0,0.45,29.06,29.77,5.9,24,9.2,84
2,82.0,55.0,69.0,61,65.0,0.0,4.0,417.0,417.0,0.0,0.0,0.3,29.11,29.76,6.4,25,10.0,85
1,67.0,55.0,61.0,53,56.0,4.0,0.0,416.0,416.0,0.0,0.0,0.01,29.23,29.94,4.0,6,6.3,8
2,67.0,56.0,62.0,53,56.0,3.0,0.0,416.0,416.0,0.0,0.0,0.01,29.29,29.94,6.4,8,7.9,9
1,67.0,54.0,61.0,49,53.0,4.0,0.0,416.0,416.0,0.0,0.0,0.01,29.15,29.89,8.0,5,8.7,23
2,67.0,55.0,61.0,50,55.0,4.0,0.0,416.0,416.0,0.0,0.0,0.04,29.21,29.88,8.5,4,9.2,23
1,64.0,53.0,59.0,51,54.0,6.0,0.0,416.0,416.0,0.0,0.0,0.01,29.11,29.83,10.2,3,10.3,45
2,60.0,53.0,57.0,53,54.0,8.0,0.0,416.0,416.0,0.0,0.0,1.14,29.17,29.82,8.8,1,9.0,27
1,74.0,49.0,62.0,49,55.0,3.0,0.0,416.0,416.0,0.0,0.0,0.01,29.24,29.95,4.4,7,5.8,23
2,72.0,50.0,61.0,49,55.0,4.0,0.0,416.0,416.0,0.0,0.0,0.01,29.3,29.95,5.0,6,6.7,0
1,68.0,54.0,61.0,51,55.0,4.0,0.0,416.0,416.0,0.0,0.0,0.33,29.28,30.0,5.9,5,6.7,25
2,66.0,56.0,61.0,52,55.0,4.0,0.0,416.0,416.0,0.0,0.0,0.31,29.34,29.99,7.2,4,7.6,23
1,77.0,51.0,64.0,48,57.0,1.0,0.0,416.0,416.0,0.0,0.0,0.0,29.29,30.01,4.5,4,4.7,0
2,76.0,54.0,65.0,50,57.0,0.0,0.0,416.0,416.0,0.0,0.0,0.0,29.34,30.0,5.1,5,5.8,0
1,81.0,53.0,67.0,49,58.0,0.0,2.0,416.0,416.0,0.0,0.0,0.0,29.28,30.01,5.5,9,6.4,0
2,81.0,57.0,69.0,49,58.0,0.0,4.0,416.0,416.0,0.0,0.0,0.0,29.34,29.99,7.4,9,7.7,19
1,71.0,59.0,65.0,55,60.0,0.0,0.0,416.0,416.0,0.0,0.0,1.23,29.15,29.89,11.2,10,11.8,25
2,71.0,64.0,68.0,57,61.0,0.0,3.0,416.0,416.0,0.0,0.0,1.07,29.21,29.87,10.3,11,10.7,25
1,71.0,61.0,66.0,59,62.0,0.0,1.0,416.0,416.0,0.0,0.0,0.0,29.16,29.88,3.0,36,6.2,3
2,73.0,63.0,68.0,60,63.0,0.0,3.0,416.0,416.0,0.0,0.0,0.0,29.21,29.87,2.6,34,6.7,3
1,80.0,61.0,71.0,63,67.0,0.0,6.0,416.0,416.0,0.0,0.0,0.12,29.08,29.97,6.7,16,7.9,25
2,81.0,63.0,72.0,64,67.0,0.0,7.0,416.0,416.0,0.0,0.0,0.11,29.15,29.79,3.7,17,5.8,74
1,86.0,65.0,76.0,67,69.0,0.0,11.0,416.0,416.0,0.0,0.0,3.97,28.97,29.7,7.2,18,11.6,58
2,88.0,66.0,77.0,68,70.0,0.0,12.0,416.0,416.0,0.0,0.0,0.87,29.03,29.68,6.3,18,10.5,63
1,87.0,68.0,78.0,65,70.0,0.0,13.0,416.0,416.0,0.0,0.0,0.0,29.08,29.76,8.3,29,8.6,0
2,88.0,69.0,79.0,65,70.0,0.0,14.0,416.0,416.0,0.0,0.0,0.0,29.13,29.74,8.3,28,8.6,0
1,84.0,70.0,77.0,63,68.0,0.0,12.0,416.0,416.0,0.0,0.0,0.01,29.12,29.82,2.8,7,3.9,0
2,86.0,71.0,79.0,64,69.0,0.0,14.0,416.0,416.0,0.0,0.0,0.01,29.17,29.8,3.3,9,3.5,23
1,89.0,68.0,79.0,67,71.0,0.0,14.0,417.0,417.0,0.0,0.0,0.09,29.09,29.79,4.0,11,5.6,83
2,89.0,70.0,80.0,67,71.0,0.0,15.0,417.0,417.0,0.0,0.0,0.06,29.15,29.77,5.3,12,7.2,72
1,94.0,71.0,83.0,69,73.0,0.0,18.0,417.0,417.0,0.0,0.0,0.0,29.16,29.87,1.8,14,3.5,0
2,92.0,75.0,84.0,68,73.0,0.0,19.0,417.0,417.0,0.0,0.0,0.0,29.22,29.85,2.8,13,4.5,0
1,94.0,75.0,85.0,68,73.0,0.0,20.0,417.0,417.0,0.0,0.0,0.04,29.16,29.87,1.9,22,5.8,72
2,93.0,73.0,83.0,68,73.0,0.0,18.0,417.0,417.0,0.0,0.0,0.78,29.21,29.85,2.1,23,4.3,2
1,94.0,75.0,85.0,69,73.0,0.0,20.0,417.0,417.0,0.0,0.0,0.01,29.08,29.8,2.4,32,4.9,0
2,93.0,76.0,85.0,68,73.0,0.0,20.0,417.0,417.0,0.0,0.0,0.0,29.15,29.77,1.8,26,4.6,0
1,86.0,69.0,78.0,60,61.0,0.0,13.0,418.0,418.0,0.0,0.0,0.0,29.28,29.85,6.4,4,8.2,0
2,86.0,72.0,79.0,61,67.0,0.0,14.0,418.0,418.0,0.0,0.0,0.0,29.2,29.83,6.4,4,8.0,0
1,89.0,62.0,76.0,61,67.0,0.0,11.0,418.0,418.0,0.0,0.0,0.3,29.1,29.82,5.1,21,6.9,53
2,90.0,67.0,79.0,60,67.0,0.0,14.0,418.0,418.0,0.0,0.0,0.05,29.18,29.8,6.0,22,6.9,23
1,83.0,66.0,75.0,53,62.0,0.0,10.0,419.0,419.0,0.0,0.0,0.0,29.0,29.73,13.2,29,13.6,0
2,83.0,68.0,76.0,53,62.0,0.0,11.0,419.0,419.0,0.0,0.0,0.0,29.08,29.71,14.1,29,14.6,0
1,77.0,63.0,70.0,54,61.0,0.0,5.0,419.0,419.0,0.0,0.0,0.0,28.89,29.6,12.2,30,12.7,0
2,78.0,65.0,72.0,54,61.0,0.0,7.0,419.0,419.0,0.0,0.0,0.0,28.95,29.59,13.4,30,14.1,0
1,66.0,59.0,63.0,53,57.0,2.0,0.0,419.0,419.0,0.0,0.0,0.0,28.95,29.65,8.9,30,9.1,0
2,68.0,61.0,65.0,53,58.0,0.0,0.0,419.0,419.0,0.0,0.0,0.0,29.0,29.64,8.1,30,8.3,0
1,65.0,57.0,61.0,52,56.0,4.0,0.0,420.0,420.0,0.0,0.0,0.01,29.07,29.77,8.2,32,8.7,34
2,65.0,57.0,61.0,54,57.0,4.0,0.0,420.0,420.0,0.0,0.0,0.02,29.13,29.76,6.6,31,7.4,35
1,73.0,59.0,66.0,54,60.0,0.0,1.0,420.0,420.0,0.0,0.0,0.0,29.26,29.95,8.4,31,8.8,0
2,73.0,60.0,67.0,55,60.0,0.0,2.0,420.0,420.0,0.0,0.0,0.0,29.31,29.94,5.7,31,7.6,0
1,79.0,63.0,71.0,56,62.0,0.0,6.0,421.0,421.0,0.0,0.0,0.0,29.36,30.06,1.2,34,5.8,0
2,79.0,62.0,71.0,56,62.0,0.0,6.0,421.0,421.0,0.0,0.0,0.0,29.41,30.05,1.8,2,6.5,0
1,69.0,59.0,64.0,58,61.0,1.0,0.0,422.0,422.0,0.0,0.0,0.2,29.26,29.99,1.8,13,3.8,26
2,69.0,63.0,66.0,58,62.0,0.0,1.0,422.0,422.0,0.0,0.0,0.12,29.31,29.98,3.4,14,4.7,25
1,81.0,57.0,69.0,58,63.0,0.0,4.0,422.0,422.0,0.0,0.0,0.05,29.2,29.92,0.7,34,2.4,27
2,82.0,61.0,72.0,59,64.0,0.0,7.0,422.0,422.0,0.0,0.0,0.03,29.25,29.9,0.3,36,2.6,3
1,86.0,60.0,73.0,54,62.0,0.0,8.0,423.0,423.0,0.0,0.0,0.0,29.14,29.86,7.5,31,7.8,0
2,85.0,63.0,74.0,54,63.0,0.0,9.0,423.0,423.0,0.0,0.0,0.0,29.2,29.84,4.2,30,5.5,0
1,77.0,59.0,68.0,54,60.0,0.0,3.0,423.0,423.0,0.0,0.0,0.01,29.18,29.89,5.9,7,7.0,23
2,76.0,65.0,71.0,55,61.0,0.0,6.0,423.0,423.0,0.0,0.0,0.0,29.24,29.88,5.9,7,7.5,0
1,65.0,61.0,63.0,56,59.0,2.0,0.0,424.0,424.0,0.0,0.0,0.06,29.28,29.99,6.8,6,7.0,23
2,68.0,62.0,65.0,55,59.0,0.0,0.0,424.0,424.0,0.0,0.0,0.17,29.34,29.98,7.0,8,7.4,23
1,79.0,59.0,69.0,57,63.0,0.0,4.0,425.0,425.0,0.0,0.0,0.0,29.35,30.07,5.8,11,6.9,0
2,80.0,63.0,72.0,58,64.0,0.0,7.0,425.0,425.0,0.0,0.0,0.0,29.41,30.05,6.5,10,7.3,0
1,82.0,63.0,73.0,64,67.0,0.0,8.0,425.0,425.0,0.0,0.0,0.08,29.34,30.06,4.4,21,4.9,25
2,84.0,67.0,76.0,65,68.0,0.0,11.0,425.0,425.0,0.0,0.0,0.12,29.41,30.04,3.6,21,4.6,27
1,85.0,63.0,74.0,59,65.0,0.0,9.0,426.0,426.0,0.0,0.0,0.25,29.34,30.04,4.8,31,7.0,74
2,85.0,68.0,77.0,60,67.0,0.0,12.0,426.0,426.0,0.0,0.0,1.12,29.39,30.02,5.9,29,7.6,73
1,82.0,58.0,70.0,51,60.0,0.0,5.0,427.0,427.0,0.0,0.0,0.0,29.35,30.07,2.9,29,5.7,0
2,82.0,60.0,71.0,50,60.0,0.0,6.0,427.0,427.0,0.0,0.0,0.0,29.41,30.05,1.9,33,5.2,0
1,79.0,61.0,70.0,46,57.0,0.0,5.0,428.0,428.0,0.0,0.0,0.0,29.36,30.07,4.8,7,5.8,0
2,78.0,66.0,72.0,48,59.0,0.0,7.0,428.0,428.0,0.0,0.0,0.0,29.41,30.05,5.8,7,7.4,0
1,80.0,55.0,68.0,51,59.0,0.0,3.0,428.0,428.0,0.0,0.0,0.0,29.34,30.07,6.7,16,7.5,0
2,81.0,60.0,71.0,49,60.0,0.0,6.0,428.0,428.0,0.0,0.0,0.0,29.41,30.06,7.5,16,7.7,0
1,85.0,65.0,75.0,62,67.0,0.0,10.0,429.0,429.0,0.0,0.0,0.68,29.18,29.9,10.0,24,12.4,2
2,86.0,67.0,77.0,62,67.0,0.0,12.0,429.0,429.0,0.0,0.0,0.32,29.23,29.88,10.0,25,13.8,84
1,80.0,64.0,72.0,56,62.0,0.0,7.0,430.0,430.0,0.0,0.0,0.01,29.17,29.89,9.9,28,10.8,0
2,82.0,65.0,74.0,57,63.0,0.0,9.0,430.0,430.0,0.0,0.0,0.17,29.23,29.88,9.6,28,10.3,0
1,70.0,57.0,64.0,51,56.0,1.0,0.0,431.0,431.0,0.0,0.0,0.0,29.15,29.87,10.6,30,10.8,0
2,70.0,58.0,64.0,52,57.0,1.0,0.0,431.0,431.0,0.0,0.0,0.01,29.21,29.86,10.1,29,10.4,23
1,72.0,57.0,65.0,52,57.0,0.0,0.0,432.0,432.0,0.0,0.0,0.0,29.31,30.01,8.1,31,8.2,0
2,73.0,58.0,66.0,52,58.0,0.0,1.0,432.0,432.0,0.0,0.0,0.0,29.36,30.0,6.6,32,7.1,0
1,71.0,57.0,64.0,52,58.0,1.0,0.0,433.0,433.0,0.0,0.0,0.0,29.39,30.11,1.3,36,4.0,0
2,73.0,60.0,67.0,53,59.0,0.0,2.0,433.0,433.0,0.0,0.0,0.0,29.45,30.1,1.4,4,4.6,0
1,76.0,55.0,66.0,55,60.0,0.0,1.0,433.0,433.0,0.0,0.0,0.0,29.36,30.09,5.1,9,5.5,0
2,76.0,59.0,68.0,56,61.0,0.0,3.0,433.0,433.0,0.0,0.0,0.0,29.42,30.08,6.2,10,6.5,0
1,80.0,58.0,69.0,57,62.0,0.0,4.0,434.0,434.0,0.0,0.0,0.04,29.28,30.01,3.1,13,5.8,34
2,82.0,64.0,73.0,56,63.0,0.0,8.0,434.0,434.0,0.0,0.0,0.0,29.33,29.99,4.9,14,6.3,0
1,78.0,63.0,71.0,61,64.0,0.0,6.0,435.0,435.0,0.0,0.0,0.01,29.23,29.95,3.5,3,5.0,3
2,79.0,66.0,73.0,59,64.0,0.0,8.0,435.0,435.0,0.0,0.0,0.0,29.28,29.93,2.8,11,5.9,3
1,82.0,62.0,72.0,58,63.0,0.0,7.0,436.0,436.0,0.0,0.0,0.0,29.21,29.93,2.6,32,5.0,51
2,79.0,63.0,71.0,60,64.0,0.0,6.0,436.0,436.0,0.0,0.0,0.1,29.26,29.91,1.7,1,6.0,3
1,83.0,61.0,72.0,59,64.0,0.0,7.0,437.0,437.0,0.0,0.0,0.14,29.08,29.83,8.9,23,9.8,83
2,83.0,62.0,73.0,60,65.0,0.0,8.0,437.0,437.0,0.0,0.0,0.19,29.14,29.82,8.7,23,9.6,83
1,81.0,66.0,74.0,58,64.0,0.0,9.0,438.0,438.0,0.0,0.0,0.0,29.02,29.73,10.6,28,11.1,0
2,81.0,66.0,74.0,59,65.0,0.0,9.0,438.0,438.0,0.0,0.0,0.01,29.08,29.71,10.8,27,11.5,0
1,82.0,63.0,73.0,58,64.0,0.0,8.0,439.0,439.0,0.0,0.0,0.01,29.13,29.82,8.0,29,8.6,23
2,82.0,64.0,73.0,59,65.0,0.0,8.0,439.0,439.0,0.0,0.0,0.0,29.18,29.8,9.1,29,9.4,0
1,84.0,64.0,74.0,61,66.0,0.0,9.0,440.0,440.0,0.0,0.0,0.02,29.13,29.86,9.3,23,10.1,23
2,84.0,66.0,75.0,61,67.0,0.0,10.0,440.0,440.0,0.0,0.0,0.03,29.21,29.85,9.2,23,9.6,23
1,84.0,66.0,75.0,60,66.0,0.0,10.0,441.0,441.0,0.0,0.0,0.01,29.08,29.78,6.4,28,8.0,23
2,86.0,68.0,77.0,62,67.0,0.0,12.0,441.0,441.0,0.0,0.0,0.01,29.13,29.77,6.5,28,7.7,0
1,81.0,62.0,72.0,51,59.0,0.0,7.0,442.0,442.0,0.0,0.0,0.0,29.13,29.84,4.2,35,7.1,0
2,79.0,66.0,73.0,52,61.0,0.0,8.0,442.0,442.0,0.0,0.0,0.0,29.19,29.82,3.8,3,7.1,0
1,79.0,59.0,69.0,57,62.0,0.0,4.0,443.0,443.0,0.0,0.0,0.01,29.15,29.85,4.4,23,5.5,0
2,80.0,65.0,73.0,57,63.0,0.0,8.0,443.0,443.0,0.0,0.0,0.01,29.2,29.84,4.9,24,6.3,0
1,81.0,58.0,70.0,54,61.0,0.0,5.0,444.0,444.0,0.0,0.0,0.0,29.23,29.94,6.2,26,7.3,0
2,82.0,62.0,72.0,55,62.0,0.0,7.0,444.0,444.0,0.0,0.0,0.0,29.29,29.92,5.9,27,6.7,0
1,75.0,61.0,68.0,59,62.0,0.0,3.0,445.0,445.0,0.0,0.0,0.01,29.18,29.91,11.6,22,11.4,23
2,75.0,63.0,69.0,59,63.0,0.0,4.0,445.0,445.0,0.0,0.0,0.01,29.24,29.9,10.6,23,10.5,0
1,78.0,57.0,68.0,51,59.0,0.0,3.0,446.0,446.0,0.0,0.0,0.0,29.2,29.93,6.8,25,9.6,0
2,79.0,58.0,69.0,52,59.0,0.0,4.0,446.0,446.0,0.0,0.0,0.0,29.26,29.92,6.2,26,8.4,0
1,84.0,67.0,76.0,60,66.0,0.0,11.0,447.0,447.0,0.0,0.0,0.07,29.1,29.82,12.2,21,12.4,0
2,86.0,68.0,77.0,61,66.0,0.0,12.0,447.0,447.0,0.0,0.0,0.06,29.17,29.81,11.0,21,11.3,23
1,85.0,67.0,76.0,61,67.0,0.0,11.0,448.0,448.0,0.0,0.0,0.0,29.17,29.87,2.5,2,5.8,2
2,86.0,69.0,78.0,63,68.0,0.0,13.0,448.0,448.0,0.0,0.0,0.0,29.21,29.85,1.8,5,6.2,3
1,79.0,61.0,70.0,54,61.0,0.0,5.0,449.0,449.0,0.0,0.0,0.0,29.34,30.05,2.9,6,4.2,0
2,79.0,66.0,73.0,56,63.0,0.0,8.0,449.0,449.0,0.0,0.0,0.0,29.4,30.03,3.8,6,5.6,0
1,82.0,60.0,71.0,51,60.0,0.0,6.0,450.0,450.0,0.0,0.0,0.0,29.39,30.09,1.4,6,5.4,0
2,81.0,62.0,72.0,51,60.0,0.0,7.0,450.0,450.0,0.0,0.0,0.0,29.44,30.08,3.4,9,5.5,0
1,74.0,64.0,69.0,59,63.0,0.0,4.0,451.0,451.0,0.0,0.0,0.33,29.36,30.09,7.3,15,7.8,25
2,74.0,67.0,71.0,59,63.0,0.0,6.0,451.0,451.0,0.0,0.0,0.23,29.41,30.08,6.4,15,7.2,25
1,89.0,68.0,79.0,70,73.0,0.0,14.0,452.0,452.0,0.0,0.0,0.02,29.2,29.92,12.9,21,13.6,25
2,89.0,69.0,79.0,70,73.0,0.0,14.0,452.0,452.0,0.0,0.0,0.08,29.26,29.92,12.2,21,12.8,84
1,91.0,77.0,84.0,71,74.0,0.0,19.0,453.0,453.0,0.0,0.0,0.18,29.23,29.94,11.6,23,12.9,0
2,92.0,77.0,85.0,72,75.0,0.0,20.0,453.0,453.0,0.0,0.0,0.02,29.29,29.92,11.1,23,12.3,0
1,85.0,70.0,78.0,65,69.0,0.0,13.0,454.0,454.0,0.0,0.0,0.0,29.24,29.95,6.9,26,7.2,0
2,86.0,71.0,79.0,66,70.0,0.0,14.0,454.0,454.0,0.0,0.0,0.0,29.31,29.94,8.3,26,8.9,0
1,82.0,62.0,72.0,61,66.0,0.0,7.0,455.0,455.0,0.0,0.0,0.0,29.3,30.0,6.3,2,8.0,0
2,81.0,65.0,73.0,62,66.0,0.0,8.0,455.0,455.0,0.0,0.0,0.0,29.36,29.98,6.1,2,8.7,0
1,83.0,60.0,72.0,55,62.0,0.0,7.0,456.0,456.0,0.0,0.0,0.0,29.39,30.09,3.7,4,5.9,0
2,82.0,63.0,73.0,56,63.0,0.0,8.0,456.0,456.0,0.0,0.0,0.0,29.44,30.07,5.5,5,7.0,0
